# Weather station Jammu, India, WMO_ID=42056,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42056&lang=en
#
"Local time in Jammu";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.12.2015 11:30";"19.6";"729.7";"";"0.1";"65";"Wind blowing from the south-east";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.9";"";"";"";"";"";"";
"08.12.2015 08:30";"12.4";"729.6";"";"1.2";"91";"Wind blowing from the north-east";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.9";"";"";"";"";"";"";
"08.12.2015 05:30";"12.0";"728.4";"";"-0.3";"95";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"08.12.2015 02:30";"12.4";"728.7";"";"-0.8";"93";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"07.12.2015 23:30";"12.7";"729.5";"";"-0.4";"90";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"07.12.2015 20:30";"14.2";"729.9";"";"0.8";"93";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"07.12.2015 17:30";"17.2";"729.1";"";"";"88";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.4";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"11.10.2013 08:30";"28.7";"729.8";"760.7";"0.9";"83";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"3.1";"25.5";"";"";"";"";"";"";
"11.10.2013 05:30";"28.8";"728.9";"759.7";"0.1";"79";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"0.1";"24.7";"";"";"";"";"";"";
"11.10.2013 02:30";"28.7";"728.8";"759.6";"-0.8";"80";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"100-200";"";"";"1.1";"24.9";"";"";"";"";"";"";
"10.10.2013 23:30";"28.7";"729.6";"760.5";"-1.1";"82";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"35.0";"25.3";"";"";"";"";"";"";
"10.10.2013 20:30";"28.6";"730.7";"761.6";"1.1";"79";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"";"24.6";"";"";"";"";"";"";
"10.10.2013 17:30";"27.8";"729.6";"760.6";"0.5";"79";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"2.1";"23.8";"";"";"";"";"";"";
"10.10.2013 14:30";"28.4";"729.1";"760.0";"-0.6";"79";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.05";"24.4";"";"";"";"";"";"";
"10.10.2013 11:30";"28.6";"729.7";"760.6";"0.1";"80";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"11.0";"24.8";"";"";"";"";"";"";
"10.10.2013 08:30";"28.6";"729.6";"760.5";"";"78";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"3.1";"24.4";"";"";"";"";"";"";
"09.10.2013 17:30";"28.5";"729.5";"760.4";"0.5";"81";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"2.1";"24.9";"";"";"";"";"";"";
"09.10.2013 14:30";"28.5";"729.0";"759.9";"-0.6";"82";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.05";"25.2";"";"";"";"";"";"";
"09.10.2013 11:30";"28.4";"729.6";"760.5";"-0.5";"85";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"11.0";"25.6";"";"";"";"";"";"";
"09.10.2013 08:30";"28.8";"730.1";"761.0";"1.2";"77";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"3.1";"24.3";"";"";"";"";"";"";
"09.10.2013 05:30";"28.8";"728.9";"759.7";"0.4";"78";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"24.5";"";"";"";"";"";"";
"09.10.2013 02:30";"29.1";"728.5";"759.3";"-1.0";"74";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"100-200";"";"";"1.1";"23.9";"";"";"";"";"";"";
"08.10.2013 23:30";"28.7";"729.5";"760.4";"-0.8";"78";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"35.0";"24.4";"";"";"";"";"";"";
"08.10.2013 20:30";"28.8";"730.3";"761.2";"0.8";"78";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"";"24.6";"";"";"";"";"";"";
"08.10.2013 17:30";"28.4";"729.5";"760.4";"0.8";"81";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"2.1";"24.9";"";"";"";"";"";"";
"08.10.2013 14:30";"28.5";"728.7";"759.5";"-0.7";"79";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.05";"24.5";"";"";"";"";"";"";
"08.10.2013 11:30";"28.7";"729.4";"760.2";"-0.4";"79";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"11.0";"24.8";"";"";"";"";"";"";
"08.10.2013 08:30";"29.0";"729.8";"760.6";"1.6";"77";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"3.1";"24.5";"";"";"";"";"";"";
"08.10.2013 05:30";"29.1";"728.2";"759.0";"0.1";"74";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"24.1";"";"";"";"";"";"";
"08.10.2013 02:30";"29.3";"728.1";"758.8";"-1.1";"75";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"100-200";"";"";"1.1";"24.4";"";"";"";"";"";"";
"07.10.2013 23:30";"28.8";"729.2";"760.0";"-0.4";"80";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"50-100";"";"";"35.0";"25.1";"";"";"";"";"";"";
"07.10.2013 20:30";"28.7";"729.6";"760.5";"0.7";"80";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"50-100";"";"";"";"24.9";"";"";"";"";"";"";
"07.10.2013 17:30";"28.4";"728.9";"759.8";"0.7";"81";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"50-100";"";"";"2.1";"24.8";"";"";"";"";"";"";
"07.10.2013 14:30";"28.3";"728.2";"759.0";"-0.7";"84";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"0.05";"25.3";"";"";"";"";"";"";
"07.10.2013 11:30";"28.6";"728.9";"759.7";"-0.7";"81";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"11.0";"25.1";"";"";"";"";"";"";
"07.10.2013 08:30";"28.8";"729.6";"760.4";"1.5";"81";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"3.1";"25.2";"";"";"";"";"";"";
"07.10.2013 05:30";"28.8";"728.1";"758.9";"0.5";"80";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"0.1";"25.0";"";"";"";"";"";"";
"07.10.2013 02:30";"28.9";"727.6";"758.4";"-1.3";"79";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"100-200";"";"";"1.1";"24.9";"";"";"";"";"";"";
"06.10.2013 23:30";"28.8";"728.9";"759.7";"-0.6";"80";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"35.0";"25.0";"";"";"";"";"";"";
"06.10.2013 20:30";"28.7";"729.5";"760.4";"1.3";"82";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"";"25.3";"";"";"";"";"";"";
"06.10.2013 17:30";"28.3";"728.2";"759.0";"0.4";"87";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"2.1";"25.9";"";"";"";"";"";"";
"06.10.2013 14:30";"28.3";"727.8";"758.6";"-1.2";"84";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.05";"25.4";"";"";"";"";"";"";
"06.10.2013 11:30";"28.5";"729.0";"759.8";"-0.3";"86";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"11.0";"25.9";"";"";"";"";"";"";
"06.10.2013 08:30";"28.8";"729.3";"760.1";"0.9";"84";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"3.1";"25.9";"";"";"";"";"";"";
"06.10.2013 05:30";"28.9";"728.4";"759.2";"0.5";"80";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"25.1";"";"";"";"";"";"";
"06.10.2013 02:30";"29.0";"727.9";"758.6";"-1.1";"80";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"100-200";"";"";"1.1";"25.2";"";"";"";"";"";"";
"05.10.2013 23:30";"28.8";"729.0";"759.8";"-0.6";"83";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"35.0";"25.7";"";"";"";"";"";"";
"05.10.2013 20:30";"28.7";"729.6";"760.5";"1.0";"85";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"";"25.9";"";"";"";"";"";"";
"05.10.2013 17:30";"28.5";"728.6";"759.4";"0.2";"84";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"2.1";"25.5";"";"";"";"";"";"";
"05.10.2013 14:30";"28.5";"728.4";"759.2";"-1.4";"87";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.05";"26.1";"";"";"";"";"";"";
"05.10.2013 11:30";"28.8";"729.8";"760.7";"";"87";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"11.0";"26.4";"";"";"";"";"";"";
"05.10.2013 05:30";"28.9";"728.9";"759.7";"0.3";"85";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"26.1";"";"";"";"";"";"";
"05.10.2013 02:30";"29.1";"728.6";"759.4";"-1.0";"82";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"100-200";"";"";"1.1";"25.7";"";"";"";"";"";"";
"04.10.2013 23:30";"28.9";"729.6";"760.4";"-0.3";"81";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"50-100";"";"";"35.0";"25.3";"";"";"";"";"";"";
"04.10.2013 20:30";"28.9";"729.9";"760.7";"1.0";"82";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"50-100";"";"";"";"25.6";"";"";"";"";"";"";
"04.10.2013 17:30";"28.6";"728.9";"759.7";"0.4";"87";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"50-100";"";"";"2.1";"26.3";"";"";"";"";"";"";
"04.10.2013 14:30";"28.7";"728.5";"759.3";"-1.0";"85";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"0.05";"26.0";"";"";"";"";"";"";
"04.10.2013 11:30";"28.7";"729.5";"760.4";"-0.1";"87";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"11.0";"26.3";"";"";"";"";"";"";
"04.10.2013 08:30";"28.8";"729.6";"760.4";"1.4";"87";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"3.1";"26.4";"";"";"";"";"";"";
"04.10.2013 05:30";"28.7";"728.2";"759.0";"0.0";"83";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Well-developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation, but no duststorm or sandstorm. ";"Fog or ice fog or thick haze.";"Thunderstorm(s) with or without precipitation.";"";"";"";"";"Less than  50";"";"";"0.1";"25.6";"";"";"";"";"";"";
"04.10.2013 02:30";"28.8";"728.2";"759.0";"-0.8";"83";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"100-200";"";"";"1.1";"25.6";"";"";"";"";"";"";
"03.10.2013 23:30";"29.0";"729.0";"759.8";"-0.9";"79";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"35.0";"24.9";"";"";"";"";"";"";
"03.10.2013 20:30";"29.1";"729.9";"760.7";"2.6";"78";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"";"24.8";"";"";"";"";"";"";
"03.10.2013 17:30";"28.9";"727.3";"758.0";"1.3";"78";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"50-100";"";"";"2.1";"24.6";"";"";"";"";"";"";
"03.10.2013 14:30";"28.8";"726.0";"756.7";"-1.0";"82";"";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.05";"25.4";"";"";"";"";"";"";
