# Weather station Betul, India, WMO_ID=42860,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42860&lang=en
#
"Local time in Betul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.03.2016 17:30";"32.4";"701.9";"754.3";"";"25";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"9.9";"";"";"";"";"";"";
"16.03.2016 08:30";"20.8";"704.9";"759.7";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"15.03.2016 17:30";"32.0";"701.9";"754.3";"";"22";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"7.8";"";"";"";"";"";"";
"15.03.2016 08:30";"20.8";"705.2";"760.0";"";"62";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"13.1";"";"";"";"";"";"";
"14.03.2016 17:30";"31.4";"702.1";"754.7";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"14.03.2016 08:30";"19.4";"704.6";"759.6";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"13.03.2016 17:30";"27.8";"701.2";"754.5";"";"58";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"18.8";"";"";"";"";"";"";
"13.03.2016 08:30";"20.2";"703.7";"758.5";"";"87";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"18.0";"";"";"";"";"";"";
"12.03.2016 17:30";"34.8";"700.3";"752.2";"";"29";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"14.1";"";"";"";"";"";"";
"12.03.2016 08:30";"23.6";"703.8";"758.0";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"11.03.2016 17:30";"32.6";"701.1";"754.2";"";"22";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"37.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"8.5";"";"";"";"";"";"";
"11.03.2016 08:30";"22.2";"706.3";"760.9";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"10.03.2016 17:30";"34.8";"702.7";"754.8";"";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"5.1";"";"";"";"";"";"";
"10.03.2016 08:30";"20.0";"704.7";"759.4";"";"64";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"15.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"12.9";"";"";"";"";"";"";
"09.03.2016 17:30";"33.8";"701.7";"753.9";"";"23";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"35.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"10.2";"";"";"";"";"";"";
"09.03.2016 08:30";"20.6";"703.6";"758.3";"";"61";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"08.03.2016 17:30";"33.8";"700.9";"753.1";"";"21";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"8.6";"";"";"";"";"";"";
"08.03.2016 08:30";"20.0";"704.4";"759.1";"";"79";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"15.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"16.2";"";"";"";"";"";"";
"07.03.2016 17:30";"31.8";"701.2";"753.7";"";"37";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"15.3";"";"";"";"";"";"";
"07.03.2016 08:30";"20.0";"704.8";"759.5";"";"84";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"06.03.2016 17:30";"30.2";"701.3";"754.0";"";"42";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"15.9";"";"";"";"";"";"";
"06.03.2016 08:30";"22.2";"704.5";"759.1";"";"67";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"15.8";"";"";"";"";"";"";
"05.03.2016 17:30";"32.2";"701.2";"753.6";"";"31";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"12.9";"";"";"";"";"";"";
"05.03.2016 08:30";"22.0";"705.2";"759.7";"";"61";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"04.03.2016 17:30";"32.2";"703.0";"755.5";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"04.03.2016 08:30";"21.0";"706.3";"760.9";"";"76";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"03.03.2016 17:30";"29.8";"704.8";"757.9";"";"55";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"19.9";"";"";"";"";"";"";
"03.03.2016 08:30";"23.6";"707.1";"761.5";"";"68";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"17.4";"";"";"";"";"";"";
"02.03.2016 17:30";"28.6";"705.2";"759.0";"";"50";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"17.3";"";"";"";"";"";"";
"02.03.2016 08:30";"21.4";"706.4";"761.2";"";"75";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"01.03.2016 17:30";"31.8";"703.7";"756.4";"";"45";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"18.4";"";"";"";"";"";"";
"01.03.2016 08:30";"19.0";"706.9";"762.0";"";"91";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"15.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"17.4";"";"";"";"";"";"";
"29.02.2016 17:30";"20.4";"705.5";"760.5";"";"91";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"18.8";"";"";"";"";"";"";
"29.02.2016 08:30";"20.6";"708.1";"763.2";"";"95";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"17.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"19.7";"";"";"";"";"";"";
"28.02.2016 17:30";"25.4";"705.2";"759.1";"";"69";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"19.4";"";"";"";"";"";"";
"28.02.2016 08:30";"21.8";"708.1";"763.0";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"27.02.2016 17:30";"31.4";"704.2";"757.0";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"27.02.2016 08:30";"20.2";"707.5";"762.4";"";"72";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"15.0";"";"";"";"";"";"";
"26.02.2016 17:30";"31.2";"703.5";"756.1";"";"41";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"16.5";"";"";"";"";"";"";
"26.02.2016 08:30";"21.9";"705.3";"760.3";"";"54";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"12.2";"";"";"";"";"";"";
"25.02.2016 17:30";"32.0";"702.1";"754.5";"";"36";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"15.2";"";"";"";"";"";"";
"25.02.2016 08:30";"19.2";"704.3";"759.3";"";"65";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"15.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"12.4";"";"";"";"";"";"";
"24.02.2016 17:30";"30.0";"701.6";"754.1";"";"31";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"33.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"11.0";"";"";"";"";"";"";
"24.02.2016 08:30";"19.2";"704.2";"759.1";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"23.02.2016 17:30";"30.8";"702.7";"755.5";"";"35";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"13.5";"";"";"";"";"";"";
"23.02.2016 08:30";"19.0";"705.4";"760.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"22.02.2016 17:30";"29.2";"704.7";"757.9";"";"37";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"13.0";"";"";"";"";"";"";
"22.02.2016 08:30";"18.8";"706.1";"761.4";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"10.8";"";"";"";"";"";"";
"21.02.2016 17:30";"30.8";"703.0";"755.8";"";"50";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"31.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"19.3";"";"";"";"";"";"";
"21.02.2016 08:30";"21.2";"705.6";"760.3";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"16.8";"";"";"";"";"";"";
