# Weather station Purulia, India, WMO_ID=42705,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42705&lang=en
#
"Local time in Purulia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.05.2016 17:30";"39.4";"724.0";"744.5";"";"10";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"3.0";"";"";"";"";"";"";
"25.05.2016 08:30";"28.0";"727.4";"748.7";"";"63";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.4";"";"";"";"";"";"";
"24.05.2016 17:30";"34.0";"726.5";"747.4";"";"38";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"23.05.2016 17:30";"37.0";"726.4";"747.1";"";"41";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"39.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"23.05.2016 08:30";"28.8";"728.2";"749.5";"";"69";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"22.05.2016 17:30";"37.0";"725.8";"746.5";"";"39";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.8";"";"";"";"";"";"";
"22.05.2016 08:30";"27.0";"727.7";"749.1";"";"63";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"22.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"21.05.2016 17:30";"28.2";"723.7";"744.9";"";"40";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"21.05.2016 08:30";"25.4";"728.2";"749.8";"";"69";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"20.05.2016 17:30";"32.0";"726.7";"747.7";"";"45";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"33.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
"20.05.2016 08:30";"27.0";"729.6";"751.1";"";"63";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"19.05.2016 17:30";"36.0";"727.2";"748.0";"";"36";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"37.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"18.05.2016 17:30";"37.2";"727.0";"747.7";"";"31";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"38.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"18.05.2016 08:30";"28.8";"729.6";"751.0";"";"55";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.9";"";"";"";"";"";"";
"17.05.2016 17:30";"36.8";"727.0";"747.7";"";"35";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"39.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"17.05.2016 08:30";"30.2";"729.6";"750.9";"";"43";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.1";"";"";"";"";"";"";
"16.05.2016 17:30";"36.6";"727.8";"748.6";"";"43";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"38.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"16.05.2016 08:30";"29.8";"730.3";"751.6";"";"54";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"25.5";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"15.05.2016 17:30";"25.0";"730.2";"751.8";"";"68";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"15.05.2016 08:30";"30.2";"733.1";"754.5";"";"52";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"27.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.2";"";"";"";"";"";"";
"14.05.2016 17:30";"33.2";"729.2";"750.2";"";"42";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"41.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"14.05.2016 08:30";"28.4";"732.8";"754.3";"";"57";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"26.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.2";"";"";"";"";"";"";
"13.05.2016 17:30";"41.0";"728.3";"748.8";"";"17";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"41.9";"Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.3";"";"";"";"";"";"";
"13.05.2016 08:30";"27.0";"731.2";"752.7";"";"63";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.3";"";"";"";"";"";"";
"12.05.2016 17:30";"32.0";"727.2";"748.3";"";"40";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"12.05.2016 08:30";"29.0";"731.1";"752.5";"";"42";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"26.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"11.05.2016 17:30";"37.0";"730.3";"751.1";"";"32";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"37.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.7";"";"";"";"";"";"";
"11.05.2016 08:30";"27.4";"735.1";"756.7";"";"54";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.2";"";"";"";"";"";"";
"10.05.2016 17:30";"38.0";"730.9";"751.6";"";"29";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"40.1";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"10.05.2016 08:30";"28.4";"735.1";"756.6";"";"45";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.4";"";"";"";"";"";"";
"09.05.2016 17:30";"31.0";"731.2";"752.4";"";"35";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"38.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"09.05.2016 08:30";"27.0";"735.1";"756.7";"";"46";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.3";"";"";"";"";"";"";
"08.05.2016 08:30";"26.0";"736.1";"757.8";"";"58";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"22.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.0";"";"";"";"";"";"";
"07.05.2016 17:30";"31.4";"731.4";"752.6";"";"31";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.1";"";"";"";"";"";"";
"07.05.2016 08:30";"29.8";"732.7";"754.1";"";"37";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"26.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"13.4";"";"";"";"";"";"";
"06.05.2016 17:30";"37.4";"731.4";"752.2";"";"21";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"38.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.8";"";"";"";"";"";"";
"06.05.2016 08:30";"27.4";"733.5";"755.1";"";"54";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"05.05.2016 17:30";"31.0";"732.7";"754.0";"";"34";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"36.7";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"05.05.2016 08:30";"25.4";"734.4";"756.1";"";"66";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"04.05.2016 17:30";"34.0";"730.9";"751.9";"";"32";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"39.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"04.05.2016 08:30";"27.0";"733.3";"754.9";"";"43";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.5";"";"";"";"";"";"";
"03.05.2016 17:30";"37.4";"729.4";"750.1";"";"35";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"38.7";"Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"03.05.2016 08:30";"28.0";"732.5";"754.0";"";"63";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"02.05.2016 17:30";"38.2";"729.1";"749.8";"";"27";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"40.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"02.05.2016 08:30";"26.2";"731.9";"753.5";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"01.05.2016 17:30";"40.0";"727.5";"748.0";"";"9";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"42.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.1";"";"";"";"";"";"";
"01.05.2016 08:30";"29.8";"731.8";"753.1";"";"28";"Wind blowing from the south-west";"1";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.6";"";"";"";"";"";"";
"30.04.2016 17:30";"41.0";"729.6";"750.1";"";"12";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"42.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.2";"";"";"";"";"";"";
"30.04.2016 08:30";"32.0";"";"";"";"26";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"29.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.0";"";"";"";"";"";"";
"29.04.2016 17:30";"41.6";"730.3";"750.8";"";"11";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"43.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.5";"";"";"";"";"";"";
"28.04.2016 17:30";"41.0";"729.6";"750.1";"";"11";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"41.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"4.7";"";"";"";"";"";"";
"28.04.2016 08:30";"31.0";"732.2";"753.5";"";"37";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"27.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"27.04.2016 17:30";"42.2";"729.7";"750.1";"";"8";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"1.9";"";"";"";"";"";"";
"27.04.2016 08:30";"30.0";"732.3";"753.6";"";"55";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"28.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"26.04.2016 17:30";"41.4";"730.4";"750.9";"";"17";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"26.04.2016 08:30";"28.8";"733.1";"754.6";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"25.04.2016 17:30";"41.0";"729.8";"750.3";"";"10";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.7";"";"";"";"";"";"10.0";"3.1";"";"";"";"";"";"";
"25.04.2016 08:30";"27.4";"731.9";"753.4";"";"19";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.7";"";"";"";"";"";"";"10.0";"2.0";"";"";"";"";"";"";
"24.04.2016 08:30";"31.0";"730.0";"751.2";"";"18";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"10.0";"3.8";"";"";"";"";"";"";
"23.04.2016 17:30";"42.4";"725.2";"745.5";"";"10";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"4.4";"";"";"";"";"";"";
"23.04.2016 08:30";"30.0";"727.9";"749.1";"";"33";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.9";"";"";"";"";"";"";
"22.04.2016 17:30";"42.0";"728.0";"748.4";"";"10";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"42.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"4.9";"";"";"";"";"";"";
