# Weather station Sheopur, India, WMO_ID=42456,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42456&lang=en
#
"Local time in Sheopur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.04.2016 05:30";"27.4";"737.2";"757.2";"";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.4";"37.0";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"12.04.2016 17:30";"35.0";"734.9";"754.3";"";"17";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"12.04.2016 08:30";"28.0";"738.5";"758.5";"";"38";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"11.04.2016 17:30";"36.4";"736.5";"755.9";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"11.04.2016 08:30";"29.4";"739.2";"759.1";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"10.04.2016 17:30";"38.2";"736.0";"755.2";"";"16";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"40.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"8.2";"";"";"";"";"";"";
"10.04.2016 08:30";"28.6";"738.6";"758.5";"";"28";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.1";"";"";"";"";"";"";
"09.04.2016 17:30";"39.0";"735.4";"754.6";"";"14";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.3";"";"";"";"";"";"";
"09.04.2016 08:30";"27.4";"738.6";"758.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"08.04.2016 17:30";"37.0";"735.2";"754.5";"";"25";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"08.04.2016 08:30";"30.0";"738.7";"758.5";"";"30";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"07.04.2016 17:30";"36.2";"735.7";"755.0";"";"22";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.3";"";"";"";"";"";"";
"07.04.2016 08:30";"26.8";"738.6";"758.6";"";"42";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.8";"";"";"";"";"";"";
"06.04.2016 17:30";"37.0";"735.0";"754.3";"";"22";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.2";"";"";"";"";"";"";
"06.04.2016 08:30";"28.4";"738.0";"757.9";"";"31";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
"05.04.2016 17:30";"37.0";"734.3";"753.6";"";"21";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.1";"";"";"";"";"";"";
"05.04.2016 08:30";"28.4";"737.9";"757.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"04.04.2016 17:30";"36.4";"735.1";"754.4";"";"43";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.9";"";"";"";"";"";"";
"04.04.2016 08:30";"28.4";"738.6";"758.5";"";"37";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.3";"";"";"";"";"";"";
"03.04.2016 17:30";"39.8";"735.8";"754.9";"";"19";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"41.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.8";"";"";"";"";"";"";
"03.04.2016 08:30";"30.0";"738.5";"758.3";"";"40";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"02.04.2016 17:30";"38.6";"735.2";"754.4";"";"28";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.1";"";"";"";"";"";"";
"02.04.2016 08:30";"30.0";"738.6";"758.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"01.04.2016 17:30";"38.4";"735.1";"754.3";"";"18";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"01.04.2016 08:30";"27.0";"737.9";"757.9";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"31.03.2016 17:30";"37.4";"736.1";"755.4";"";"21";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.8";"";"";"";"";"";"";
"31.03.2016 08:30";"26.4";"740.3";"760.4";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"30.03.2016 17:30";"36.4";"738.5";"757.9";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"30.03.2016 08:30";"27.4";"741.0";"761.1";"";"44";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.0";"";"";"";"";"";"";
"29.03.2016 17:30";"36.2";"737.6";"757.0";"";"20";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.2";"";"";"";"";"";"";
"29.03.2016 08:30";"27.2";"741.1";"761.2";"";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"28.03.2016 17:30";"35.0";"737.7";"757.2";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"28.03.2016 08:30";"26.6";"741.1";"761.2";"";"43";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"27.03.2016 17:30";"34.0";"738.6";"758.2";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"27.03.2016 08:30";"24.0";"741.0";"761.3";"";"52";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.4";"";"";"";"";"";"";
"26.03.2016 17:30";"32.4";"738.4";"758.1";"";"32";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"13.6";"";"";"";"";"";"";
"26.03.2016 08:30";"26.4";"740.2";"760.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"25.03.2016 17:30";"38.8";"737.8";"757.0";"";"18";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"40.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.5";"";"";"";"";"";"";
"25.03.2016 08:30";"26.4";"741.9";"762.1";"";"37";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.4";"";"";"";"";"";"";
"24.03.2016 17:30";"37.4";"738.7";"758.0";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"24.03.2016 08:30";"23.4";"740.9";"761.2";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"23.03.2016 17:30";"35.0";"737.8";"757.3";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"23.03.2016 08:30";"22.0";"739.9";"760.3";"";"32";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"22.03.2016 17:30";"33.2";"737.8";"757.4";"";"16";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"21.03.2016 17:30";"34.4";"737.1";"756.6";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"21.03.2016 08:30";"26.0";"740.2";"760.3";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"20.03.2016 17:30";"34.4";"737.2";"756.7";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"20.03.2016 08:30";"24.6";"739.0";"759.2";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"19.03.2016 17:30";"34.8";"743.7";"763.3";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"19.03.2016 08:30";"26.0";"739.0";"759.1";"";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"18.03.2016 17:30";"34.0";"736.1";"755.6";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"18.03.2016 08:30";"26.0";"739.6";"759.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"17.03.2016 17:30";"33.2";"737.6";"757.2";"";"29";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.9";"";"";"";"";"";"";
"17.03.2016 08:30";"21.0";"740.0";"760.5";"";"49";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"16.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
"16.03.2016 17:30";"31.0";"738.9";"758.7";"";"24";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.3";"";"";"";"";"";"";
"16.03.2016 08:30";"20.8";"740.8";"761.3";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"15.03.2016 17:30";"29.0";"740.4";"760.3";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"15.03.2016 08:30";"20.0";"742.3";"762.9";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"16.0";"";"";"";"";"";"";
"14.03.2016 17:30";"31.0";"738.9";"758.7";"";"29";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.0";"";"";"";"";"";"";
"14.03.2016 08:30";"21.4";"740.0";"760.4";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"13.03.2016 17:30";"30.0";"737.4";"757.2";"";"29";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"2.0";"9.9";"";"";"";"";"";"";
"13.03.2016 08:30";"21.4";"739.8";"760.2";"";"54";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"11.8";"";"";"";"";"";"";
"12.03.2016 17:30";"30.0";"736.3";"756.1";"";"41";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.4";"";"";"";"";"";"";
"12.03.2016 08:30";"23.0";"739.1";"759.4";"";"67";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"16.5";"";"";"";"";"";"";
"11.03.2016 17:30";"33.4";"737.9";"757.5";"";"29";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"11.03.2016 08:30";"25.4";"742.1";"762.3";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"10.03.2016 17:30";"32.4";"739.4";"759.1";"";"32";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.6";"";"";"";"";"";"";
"09.03.2016 17:30";"30.6";"738.8";"758.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"09.03.2016 08:30";"23.0";"740.6";"760.9";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"08.03.2016 17:30";"30.6";"737.4";"757.1";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"08.03.2016 08:30";"23.0";"740.6";"760.9";"";"67";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"07.03.2016 17:30";"30.0";"737.2";"757.0";"";"40";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"15.0";"";"";"";"";"";"";
"07.03.2016 08:30";"21.8";"741.7";"762.2";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"06.03.2016 17:30";"31.0";"738.2";"757.9";"";"34";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.4";"";"";"";"";"";"";
"06.03.2016 08:30";"19.4";"740.9";"761.5";"";"81";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
"05.03.2016 17:30";"31.4";"736.2";"755.9";"";"38";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"1.0";"15.3";"";"";"";"";"";"";
"05.03.2016 08:30";"21.0";"741.3";"761.8";"";"63";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.7";"";"";"";"";"";"";
"04.03.2016 17:30";"32.0";"737.9";"757.6";"";"40";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"16.9";"";"";"";"";"";"";
"04.03.2016 08:30";"23.0";"742.2";"762.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
