# Weather station Dhubri, India, WMO_ID=42404,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42404&lang=en
#
"Local time in Dhubri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.06.2016 11:30";"28.2";"748.6";"751.6";"-0.3";"85";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.4";"";"";"";"";"";"";
"13.06.2016 08:30";"27.8";"748.9";"751.9";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"12.06.2016 17:30";"30.4";"746.5";"749.4";"-0.7";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.1";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"12.06.2016 14:30";"32.2";"747.2";"750.1";"-1.2";"75";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"12.06.2016 11:30";"31.6";"748.4";"751.3";"-0.4";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.8";"";"";"";"";"";"";
"12.06.2016 08:30";"31.2";"748.8";"751.7";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"26.0";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"11.06.2016 17:30";"30.6";"745.7";"748.6";"-0.5";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"11.06.2016 14:30";"31.4";"746.2";"749.1";"-1.8";"79";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.3";"";"";"";"";"";"";
"11.06.2016 11:30";"28.4";"748.0";"751.0";"-1.1";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.4";"";"";"";"";"";"";
"11.06.2016 08:30";"27.2";"749.1";"752.1";"";"87";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"27.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"";"4.0";"24.9";"";"";"";"";"";"";
"10.06.2016 17:30";"32.6";"745.6";"748.5";"-0.4";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.5";"";"";"";"";"";"";
"10.06.2016 14:30";"34.0";"746.0";"748.9";"-2.1";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"30.6";"";"";"";"";"";"";
"10.06.2016 11:30";"33.4";"748.1";"751.0";"-0.3";"77";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.8";"";"";"";"";"";"";
"10.06.2016 08:30";"31.2";"748.4";"751.3";"";"79";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"27.4";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"09.06.2016 17:30";"30.0";"747.2";"750.2";"-0.3";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.1";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"09.06.2016 14:30";"32.8";"747.5";"750.4";"-1.6";"74";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.6";"";"";"";"";"";"";
"09.06.2016 11:30";"33.2";"749.1";"752.0";"-0.2";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"09.06.2016 08:30";"31.6";"749.3";"752.2";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"27.0";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.5";"";"";"";"";"";"";
"08.06.2016 17:30";"31.0";"748.2";"751.1";"-0.3";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.0";"";"";"";"";"";"";
"08.06.2016 14:30";"32.2";"748.5";"751.4";"-2.3";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.8";"";"";"";"";"";"";
"08.06.2016 11:30";"33.0";"750.8";"753.7";"-1.0";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.7";"";"";"";"";"";"";
"08.06.2016 08:30";"28.4";"751.8";"754.8";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.2";"";"";"";"";"";"";
"07.06.2016 17:30";"27.4";"750.3";"753.3";"-0.7";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"07.06.2016 14:30";"26.2";"751.0";"754.0";"-1.8";"94";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"07.06.2016 11:30";"28.4";"752.8";"755.8";"-0.1";"85";"Wind blowing from the west";"2";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus at a single level.";"";"2.0";"25.6";"";"";"";"";"";"";
"07.06.2016 08:30";"29.8";"752.9";"755.9";"";"83";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"06.06.2016 17:30";"29.8";"750.4";"753.4";"-0.6";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.8";"";"";"";"";"";"";
"06.06.2016 14:30";"31.0";"751.0";"754.0";"-2.4";"81";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.4";"";"";"";"";"";"";
"06.06.2016 11:30";"27.4";"753.4";"756.4";"-1.2";"92";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"";"4.0";"26.0";"";"";"";"";"";"";
"06.06.2016 08:30";"26.0";"754.6";"757.6";"";"95";"Wind blowing from the east";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"";"4.0";"25.1";"";"";"";"";"";"";
"05.06.2016 17:30";"33.0";"750.4";"753.3";"-0.7";"72";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"05.06.2016 14:30";"34.2";"751.1";"754.0";"-2.7";"64";"Wind blowing from the east";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"05.06.2016 11:30";"33.2";"753.8";"756.7";"0.4";"72";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.4";"";"";"";"";"";"";
"05.06.2016 08:30";"30.4";"753.4";"756.4";"";"80";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"27.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"04.06.2016 17:30";"33.0";"750.2";"753.1";"-1.1";"78";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.7";"";"";"";"";"";"";
"04.06.2016 14:30";"34.2";"751.3";"754.2";"-1.7";"63";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.1";"";"";"";"";"";"";
"04.06.2016 11:30";"33.0";"753.0";"755.9";"-0.1";"69";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"04.06.2016 08:30";"30.0";"753.1";"756.1";"";"83";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"28.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"03.06.2016 17:30";"22.0";"";"";"";"91";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"25.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"50-100";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"20.5";"";"";"";"";"";"";
"03.06.2016 14:30";"34.0";"750.3";"753.2";"-1.2";"68";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.4";"";"";"";"";"";"";
"03.06.2016 11:30";"33.6";"751.5";"754.4";"-1.1";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.5";"";"";"";"";"";"";
"03.06.2016 08:30";"32.0";"752.6";"755.6";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.9";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.9";"";"";"";"";"";"";
"02.06.2016 17:30";"31.4";"749.0";"751.9";"-1.1";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"02.06.2016 14:30";"33.4";"750.1";"753.0";"-2.0";"64";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"02.06.2016 11:30";"34.0";"752.1";"755.0";"-1.2";"68";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.4";"";"";"";"";"";"";
"02.06.2016 08:30";"31.2";"753.3";"756.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"01.06.2016 17:30";"30.4";"749.8";"752.8";"-0.9";"74";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"01.06.2016 14:30";"31.4";"750.7";"753.7";"-1.8";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.3";"";"";"";"";"";"";
"01.06.2016 11:30";"31.6";"752.5";"755.5";"-1.0";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.1";"";"";"";"";"";"";
"01.06.2016 08:30";"27.0";"753.5";"756.5";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"31.05.2016 17:30";"28.0";"749.9";"752.9";"-0.7";"86";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"29.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"31.05.2016 14:30";"28.4";"750.6";"753.6";"-2.3";"82";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"31.05.2016 11:30";"28.2";"752.9";"755.9";"-0.1";"79";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"31.05.2016 08:30";"24.8";"753.0";"756.0";"";"93";"Wind blowing from the east-southeast";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"30.05.2016 17:30";"30.0";"748.5";"751.5";"-1.6";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"30.05.2016 14:30";"31.0";"750.1";"753.1";"-1.8";"81";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.4";"";"";"";"";"";"";
