# Weather station Paramati, India, WMO_ID=43342,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43342&lang=en
#
"Local time in Paramati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.06.2016 17:30";"29.2";"738.9";"754.0";"";"54";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.0";"";"";"";"";"";"";
"22.06.2016 08:30";"28.6";"739.5";"754.7";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"21.06.2016 17:30";"29.4";"738.2";"753.3";"";"60";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.7";"";"";"";"";"";"";
"21.06.2016 08:30";"28.4";"740.0";"755.2";"";"68";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.9";"";"";"";"";"";"";
"20.06.2016 17:30";"29.0";"738.4";"753.5";"";"58";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.9";"";"";"";"";"";"";
"20.06.2016 08:30";"29.4";"738.7";"753.8";"";"66";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"19.06.2016 17:30";"30.6";"736.9";"752.0";"";"59";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.7";"";"";"";"";"";"";
"19.06.2016 08:30";"30.0";"739.5";"754.6";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"18.06.2016 17:30";"24.0";"737.3";"752.7";"";"";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.06.2016 08:30";"30.2";"739.4";"754.6";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"17.06.2016 17:30";"32.0";"739.0";"754.1";"";"54";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.7";"";"";"";"";"";"";
"17.06.2016 08:30";"29.0";"739.3";"754.6";"";"64";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.6";"";"";"";"";"";"";
"16.06.2016 17:30";"30.0";"738.2";"753.3";"";"53";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"16.06.2016 08:30";"29.0";"740.0";"755.2";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"15.06.2016 08:30";"30.2";"741.4";"756.5";"";"58";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.9";"";"";"";"";"";"";
"14.06.2016 17:30";"28.4";"739.1";"754.3";"";"78";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"14.06.2016 08:30";"30.2";"741.7";"756.9";"";"61";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.9";"";"";"";"";"";"";
"13.06.2016 17:30";"33.8";"737.4";"752.3";"";"46";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"13.06.2016 08:30";"28.4";"742.7";"758.0";"";"70";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.5";"";"";"";"";"";"";
"12.06.2016 17:30";"33.4";"738.3";"753.2";"";"61";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"36.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"12.06.2016 08:30";"30.4";"742.5";"757.6";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"11.06.2016 17:30";"32.0";"739.9";"754.9";"";"51";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"11.06.2016 08:30";"30.4";"741.7";"756.8";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"10.06.2016 17:30";"33.4";"739.0";"754.0";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"10.06.2016 08:30";"29.4";"741.7";"756.9";"";"66";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"09.06.2016 17:30";"33.8";"737.4";"752.3";"";"46";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"09.06.2016 08:30";"29.2";"740.9";"756.1";"";"67";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.4";"";"";"";"";"";"";
"08.06.2016 17:30";"32.0";"738.7";"754.0";"";"55";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"35.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.0";"";"";"";"";"";"";
"08.06.2016 08:30";"28.6";"740.9";"756.1";"";"74";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.4";"";"";"";"";"";"";
"07.06.2016 17:30";"33.8";"737.8";"752.8";"";"45";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"06.06.2016 17:30";"35.0";"737.8";"752.6";"";"43";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"06.06.2016 08:30";"30.2";"740.9";"756.1";"";"64";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"05.06.2016 17:30";"31.4";"";"753.4";"";"57";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"05.06.2016 08:30";"30.8";"741.4";"756.5";"";"62";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"04.06.2016 17:30";"33.8";"737.3";"752.2";"";"46";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"04.06.2016 08:30";"30.4";"741.2";"756.4";"";"64";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.8";"";"";"";"";"";"";
"03.06.2016 17:30";"35.4";"737.8";"752.6";"";"45";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"37.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"03.06.2016 08:30";"30.0";"741.3";"756.4";"";"67";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"25.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"02.06.2016 17:30";"34.0";"738.1";"753.1";"";"51";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"36.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"02.06.2016 08:30";"29.4";"741.9";"757.0";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"01.06.2016 17:30";"34.0";"742.3";"757.7";"";"47";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"36.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"01.06.2016 08:30";"29.0";"741.6";"756.8";"";"68";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.5";"";"";"";"";"";"";
"31.05.2016 17:30";"25.0";"736.9";"755.4";"";"91";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"38.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.5";"";"";"";"";"";"";
"31.05.2016 08:30";"31.0";"742.4";"757.2";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"30.05.2016 17:30";"32.0";"738.9";"754.0";"";"54";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"30.05.2016 08:30";"30.6";"740.8";"755.9";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"29.05.2016 17:30";"33.4";"738.4";"753.3";"";"61";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"29.05.2016 08:30";"28.4";"741.4";"756.6";"";"89";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.4";"";"";"";"";"";"";
"28.05.2016 17:30";"31.4";"739.0";"754.1";"";"66";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"37.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"28.05.2016 08:30";"28.6";"742.8";"758.1";"";"80";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.9";"";"";"";"";"";"";
"27.05.2016 17:30";"28.4";"739.0";"754.2";"";"78";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"40.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.1";"";"";"";"";"";"";
"27.05.2016 08:30";"32.0";"743.4";"758.5";"";"69";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"27.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.5";"";"";"";"";"";"";
"26.05.2016 17:30";"37.2";"737.2";"751.9";"";"45";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"40.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"26.05.2016 08:30";"31.0";"742.0";"757.2";"";"66";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.8";"";"";"";"";"";"";
"25.05.2016 17:30";"34.4";"738.1";"752.9";"";"56";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"40.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
