# Weather station Udgir, India, WMO_ID=43076,selection from 03.08.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43076&lang=en
#
"Local time in Udgir";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.02.2016 08:30";"24.8";"702.6";"756.0";"";"62";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"15.02.2016 08:30";"25.6";"701.7";"754.9";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"14.02.2016 17:30";"32.3";"700.5";"752.4";"";"31";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"14.02.2016 08:30";"24.0";"702.1";"755.6";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"13.02.2016 17:30";"32.4";"700.3";"752.2";"";"29";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"13.02.2016 08:30";"24.8";"702.6";"756.0";"";"32";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"10.0";"6.9";"";"";"";"";"";"";
"12.02.2016 08:30";"24.6";"701.4";"754.7";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"11.02.2016 17:30";"30.2";"700.2";"752.4";"";"47";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.8";"";"";"";"";"";"";
"11.02.2016 08:30";"25.4";"701.3";"754.5";"";"65";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.4";"";"";"";"";"";"";
"10.02.2016 17:30";"32.6";"700.4";"752.2";"";"29";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"12.1";"";"";"";"";"";"";
"10.02.2016 08:30";"24.8";"701.3";"754.6";"";"51";"Wind blowing from the south";"8";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"09.02.2016 17:30";"32.2";"701.1";"753.1";"";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"14.6";"";"";"";"";"";"";
"09.02.2016 08:30";"24.6";"702.2";"755.6";"";"76";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.1";"";"";"";"";"";"";
"08.02.2016 17:30";"31.6";"701.3";"753.4";"";"32";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"08.02.2016 08:30";"23.8";"702.7";"756.3";"";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"07.02.2016 08:30";"24.6";"702.9";"756.4";"";"62";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"05.02.2016 17:30";"31.6";"701.6";"753.7";"";"42";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.0";"";"";"";"";"";"";
"05.02.2016 08:30";"25.0";"703.0";"756.4";"";"42";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.3";"";"";"";"";"";"";
"04.02.2016 17:30";"33.0";"702.0";"753.9";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"04.02.2016 08:30";"22.0";"703.1";"757.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"03.02.2016 17:30";"32.0";"702.4";"754.5";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"7.0";"";"";"";"";"";"";
"03.02.2016 08:30";"24.8";"703.2";"756.7";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"10.0";"4.6";"";"";"";"";"";"";
"02.02.2016 17:30";"31.8";"702.8";"754.9";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"6.0";"";"";"";"";"";"";
"02.02.2016 08:30";"24.8";"704.4";"757.9";"";"31";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"01.02.2016 17:30";"34.2";"702.4";"754.1";"";"21";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"8.7";"";"";"";"";"";"";
"01.02.2016 08:30";"25.0";"703.8";"757.3";"";"38";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"31.01.2016 17:30";"31.4";"702.6";"754.8";"";"26";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"31.01.2016 08:30";"23.4";"702.4";"756.1";"";"43";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"30.01.2016 17:30";"31.0";"702.5";"754.8";"";"26";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"30.01.2016 08:30";"25.0";"704.7";"758.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"29.01.2016 17:30";"31.4";"703.2";"755.5";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"29.01.2016 08:30";"24.0";"704.5";"758.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"28.01.2016 17:30";"31.4";"702.3";"754.5";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"28.01.2016 08:30";"23.2";"703.0";"756.7";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"4.8";"";"";"";"";"";"";
"27.01.2016 17:30";"30.8";"701.5";"753.7";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"27.01.2016 08:30";"24.0";"702.5";"756.0";"";"39";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"26.01.2016 17:30";"30.6";"701.8";"754.1";"";"32";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.9";"";"";"";"";"";"";
"26.01.2016 08:30";"20.2";"701.0";"755.2";"";"87";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"25.01.2016 17:30";"29.4";"701.2";"753.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"25.01.2016 08:30";"22.2";"702.1";"756.0";"";"67";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"24.01.2016 17:30";"26.0";"702.8";"756.0";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.01.2016 08:30";"21.4";"704.0";"758.2";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"3.0";"";"";"";"";"";"";
"23.01.2016 17:30";"25.6";"702.7";"756.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"23.01.2016 08:30";"19.6";"703.7";"758.2";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"10.0";"3.0";"";"";"";"";"";"";
"22.01.2016 17:30";"29.8";"703.4";"756.0";"";"24";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"27.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"6.9";"";"";"";"";"";"";
"22.01.2016 08:30";"16.6";"703.2";"758.2";"";"50";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"15.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"6.1";"";"";"";"";"";"";
"21.01.2016 17:30";"24.8";"701.9";"755.2";"";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"20.01.2016 17:30";"25.8";"700.6";"753.7";"";"39";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"20.01.2016 08:30";"19.6";"702.3";"756.7";"";"51";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"19.01.2016 17:30";"27.4";"699.5";"752.2";"";"41";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"30.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"";"";"";"";"";"";
"19.01.2016 08:30";"21.2";"";"754.5";"";"49";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"20.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"9.9";"";"";"";"";"";"";
"18.01.2016 17:30";"27.2";"";"751.5";"";"41";"Wind blowing from the south";"4";"";"";"50%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"12.7";"";"";"";"";"";"";
"18.01.2016 08:30";"20.6";"";"754.5";"";"61";"Wind blowing from the south";"5";"";"";"70 – 80%.";" ";"";"";"19.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"12.9";"";"";"";"";"";"";
"17.01.2016 17:30";"27.6";"";"753.0";"";"37";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.6";"";"";"";"";"";"";
"17.01.2016 08:30";"20.4";"";"754.5";"";"61";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"16.01.2016 17:30";"27.2";"";"752.2";"";"37";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"11.4";"";"";"";"";"";"";
"16.01.2016 08:30";"20.2";"";"754.5";"";"75";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"15.01.2016 17:30";"28.2";"";"756.7";"";"40";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"13.3";"";"";"";"";"";"";
"15.01.2016 08:30";"20.0";"";"756.0";"";"67";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"14.01.2016 17:30";"28.8";"";"753.7";"";"34";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.5";"";"";"";"";"";"";
"14.01.2016 08:30";"20.8";"";"756.0";"";"53";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"13.01.2016 17:30";"28.2";"";"753.0";"";"35";"Wind blowing from the north";"10";"";"";"40%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.5";"";"";"";"";"";"";
"13.01.2016 08:30";"21.4";"";"756.0";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"12.01.2016 17:30";"28.4";"";"754.5";"";"34";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"10.9";"";"";"";"";"";"";
"11.01.2016 17:30";"27.6";"";"755.2";"";"28";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"7.7";"";"";"";"";"";"";
"11.01.2016 08:30";"21.4";"";"758.2";"";"65";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"18.4";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.5";"";"";"";"";"";"";
"10.01.2016 17:30";"27.4";"";"755.2";"";"43";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"13.8";"";"";"";"";"";"";
"10.01.2016 08:30";"23.0";"";"757.9";"";"39";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"09.01.2016 17:30";"28.4";"";"756.4";"";"44";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"15.1";"";"";"";"";"";"";
"09.01.2016 08:30";"22.0";"";"757.5";"";"52";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"08.01.2016 17:30";"28.2";"";"756.0";"";"35";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"11.5";"";"";"";"";"";"";
"07.01.2016 17:30";"28.4";"";"756.4";"";"31";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"07.01.2016 08:30";"22.0";"";"758.6";"";"55";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"06.01.2016 17:30";"28.0";"";"755.2";"";"36";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.7";"";"";"";"";"";"";
"06.01.2016 08:30";"28.8";"";"757.9";"";"25";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"10.0";"7.0";"";"";"";"";"";"";
"05.01.2016 17:30";"28.2";"";"755.2";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"05.01.2016 08:30";"21.0";"";"758.2";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"04.01.2016 17:30";"28.4";"";"756.0";"";"35";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"04.01.2016 08:30";"21.8";"";"759.0";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"03.01.2016 17:30";"27.6";"";"755.6";"";"48";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"03.01.2016 08:30";"21.6";"";"759.0";"";"38";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
