# Weather station Wardha, India, WMO_ID=42939,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42939&lang=en
#
"Local time in Wardha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.01.2016 08:30";"14.0";"736.7";"762.0";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.5";"";"";"";"";"";"";
"19.01.2016 17:30";"27.4";"733.4";"757.5";"";"39";"Wind blowing from the west-southwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"30.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.3";"";"";"";"";"";"";
"19.01.2016 08:30";"18.6";"";"758.0";"";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.9";"";"";"";"";"";"";
"18.01.2016 17:30";"28.9";"";"755.8";"";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"18.01.2016 08:30";"19.2";"";"759.6";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.2";"";"";"";"";"";"";
"17.01.2016 17:30";"26.9";"";"756.9";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"17.01.2016 08:30";"18.6";"";"760.5";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.9";"";"";"";"";"";"";
"16.01.2016 17:30";"26.2";"";"757.3";"";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"27.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.0";"";"";"";"";"";"";
"16.01.2016 08:30";"17.0";"";"760.0";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.5";"";"";"";"";"";"";
"15.01.2016 17:30";"28.5";"";"759.1";"";"49";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.6";"";"";"";"";"";"";
"15.01.2016 08:30";"16.4";"";"760.9";"";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.0";"";"";"";"";"";"";
"14.01.2016 17:30";"28.6";"";"758.4";"";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.1";"";"";"";"";"";"";
"14.01.2016 08:30";"15.0";"";"761.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"13.01.2016 17:30";"28.5";"";"759.1";"";"33";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"10.9";"";"";"";"";"";"";
"13.01.2016 08:30";"14.0";"";"761.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"12.01.2016 17:30";"28.2";"";"758.9";"";"33";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.6";"";"";"";"";"";"";
"12.01.2016 08:30";"14.0";"";"762.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"11.01.2016 17:30";"29.0";"";"760.5";"";"35";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.8";"";"";"";"";"";"";
"11.01.2016 08:30";"14.2";"";"764.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"10.01.2016 17:30";"28.6";"";"761.5";"";"33";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.7";"";"";"";"";"";"";
"10.01.2016 08:30";"14.6";"";"764.2";"";"72";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"12.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.6";"";"";"";"";"";"";
"09.01.2016 17:30";"29.8";"";"759.4";"";"29";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.1";"";"";"";"";"";"";
"09.01.2016 08:30";"15.0";"";"762.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"08.01.2016 17:30";"30.1";"";"760.7";"";"31";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.0";"";"";"";"";"";"";
"08.01.2016 08:30";"14.2";"";"763.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"07.01.2016 17:30";"28.5";"";"761.7";"";"36";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"11.9";"";"";"";"";"";"";
"07.01.2016 08:30";"15.0";"";"763.9";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.0";"";"";"";"";"";"";
"06.01.2016 08:30";"13.5";"";"764.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"05.01.2016 17:30";"28.9";"";"760.2";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"05.01.2016 08:30";"13.8";"";"765.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"04.01.2016 17:30";"28.6";"";"761.6";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"04.01.2016 08:30";"18.0";"";"766.6";"";"53";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"13.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.3";"";"";"";"";"";"";
"03.01.2016 17:30";"28.4";"";"761.1";"";"31";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
"03.01.2016 08:30";"18.4";"";"764.1";"";"47";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.9";"";"";"";"";"";"";
"02.01.2016 17:30";"31.5";"";"761.2";"";"28";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.6";"";"";"";"";"";"";
"02.01.2016 08:30";"16.4";"";"765.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"01.01.2016 17:30";"31.5";"";"761.7";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"01.01.2016 08:30";"16.8";"";"765.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"31.12.2015 17:30";"31.9";"";"761.2";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"31.12.2015 08:30";"16.4";"";"764.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"30.12.2015 17:30";"30.5";"";"761.2";"";"26";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.9";"";"";"";"";"";"";
"30.12.2015 08:30";"15.5";"";"764.2";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.8";"";"";"";"";"";"";
"29.12.2015 17:30";"31.0";"";"762.1";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"29.12.2015 08:30";"14.8";"";"765.7";"";"54";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"12.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.6";"";"";"";"";"";"";
"28.12.2015 17:30";"29.6";"";"763.3";"";"19";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"3.7";"";"";"";"";"";"";
"28.12.2015 08:30";"13.5";"";"766.3";"";"56";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.8";"";"";"";"";"";"";
"27.12.2015 17:30";"28.2";"";"762.3";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"0.6";"";"";"";"";"";"";
"27.12.2015 08:30";"11.5";"";"766.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"26.12.2015 17:30";"24.5";"";"763.4";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"-0.7";"";"";"";"";"";"";
"26.12.2015 08:30";"12.0";"";"765.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.9";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"25.12.2015 17:30";"22.9";"";"763.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"25.12.2015 08:30";"11.2";"";"766.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"24.12.2015 17:30";"25.4";"";"761.7";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"24.12.2015 08:30";"16.0";"";"763.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"23.12.2015 17:30";"28.9";"";"760.1";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"23.12.2015 08:30";"18.5";"";"763.0";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.1";"";"";"";"";"";"";
"22.12.2015 17:30";"29.9";"";"759.9";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"22.12.2015 08:30";"18.2";"";"762.5";"";"71";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.9";"";"";"";"";"";"";
"21.12.2015 17:30";"30.0";"";"758.7";"";"56";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"21.12.2015 08:30";"20.2";"";"760.9";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.3";"";"";"";"";"";"";
"20.12.2015 17:30";"30.0";"";"758.8";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"20.12.2015 08:30";"18.0";"";"763.0";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.2";"";"";"";"";"";"";
"19.12.2015 17:30";"26.5";"";"761.5";"";"58";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"19.12.2015 08:30";"16.0";"";"764.0";"";"60";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.1";"";"";"";"";"";"";
"18.12.2015 17:30";"25.9";"";"760.5";"";"49";"Wind blowing from the east-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"27.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.4";"";"";"";"";"";"";
"18.12.2015 08:30";"18.4";"";"761.8";"";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.3";"";"";"";"";"";"";
"17.12.2015 17:30";"30.1";"";"757.2";"";"55";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"17.12.2015 08:30";"19.8";"";"761.4";"";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.8";"";"";"";"";"";"";
"16.12.2015 17:30";"28.8";"";"757.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"16.12.2015 08:30";"18.0";"";"761.5";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.2";"";"";"";"";"";"";
"15.12.2015 17:30";"27.6";"";"758.8";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.9";"";"";"";"";"";"";
"15.12.2015 08:30";"17.6";"";"761.5";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.7";"";"";"";"";"";"";
"14.12.2015 17:30";"28.0";"";"758.9";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"14.12.2015 08:30";"21.0";"";"760.0";"";"60";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.9";"";"";"";"";"";"";
"13.12.2015 17:30";"31.0";"";"757.9";"";"56";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.2";"";"";"";"";"";"";
"13.12.2015 08:30";"19.6";"";"759.1";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.1";"";"";"";"";"";"";
