# Weather station Karvar, India, WMO_ID=43225,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43225&lang=en
#
"Local time in Karvar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.03.2014 14:30";"31.6";"758.2";"758.5";"";"44";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"03.03.2014 08:30";"19.8";"758.9";"759.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"18.1";"32.6";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"02.03.2014 14:30";"31.6";"758.2";"758.6";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"02.03.2014 08:30";"20.6";"760.1";"760.5";"";"87";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"";"";"19.1";"33.8";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"01.03.2014 14:30";"32.1";"758.1";"758.5";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"01.03.2014 08:30";"24.0";"759.7";"760.0";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.3";"34.2";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"28.02.2014 14:30";"33.2";"758.5";"758.8";"";"53";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"28.02.2014 08:30";"24.6";"759.7";"760.1";"";"85";"Wind blowing from the north-west";"1";"";"";"60%.";"Haze. ";"";"";"22.9";"34.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"27.02.2014 14:30";"33.6";"758.2";"758.6";"";"53";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"27.02.2014 08:30";"25.6";"760.1";"760.5";"";"85";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"23.9";"34.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.9";"";"";"";"";"";"";
"26.02.2014 14:30";"33.8";"758.1";"758.5";"";"56";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"26.02.2014 08:30";"25.8";"759.7";"760.0";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"24.9";"34.8";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"25.02.2014 14:30";"34.0";"758.2";"758.6";"";"53";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"25.02.2014 08:30";"23.6";"760.3";"760.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"22.4";"33.9";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"24.02.2014 14:30";"33.0";"757.9";"758.2";"";"49";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"24.02.2014 08:30";"24.0";"759.8";"760.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"22.3";"33.4";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"23.02.2014 14:30";"33.0";"758.5";"758.9";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"23.02.2014 08:30";"23.6";"760.6";"760.9";"";"90";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"";"";"22.5";"34.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"22.02.2014 14:30";"34.0";"758.7";"759.1";"";"52";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.7";"";"";"";"";"";"";
"22.02.2014 08:30";"23.8";"760.6";"760.9";"";"88";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"22.4";"33.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.7";"";"";"";"";"";"";
"21.02.2014 14:30";"32.4";"758.4";"758.8";"";"55";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"21.02.2014 08:30";"24.2";"760.3";"760.7";"";"90";"Wind blowing from the south";"1";"";"";"20–30%.";"Haze. ";"";"";"22.7";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"20.02.2014 14:30";"31.4";"758.5";"758.8";"";"60";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.7";"";"";"";"";"";"";
"20.02.2014 08:30";"24.8";"759.6";"760.0";"";"88";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.3";"33.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.7";"";"";"";"";"";"";
"19.02.2014 14:30";"31.8";"758.3";"758.7";"";"51";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.4";"";"";"";"";"";"";
"19.02.2014 08:30";"23.2";"760.3";"760.6";"";"86";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"21.5";"34.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.8";"";"";"";"";"";"";
"18.02.2014 14:30";"33.2";"758.1";"758.5";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"18.02.2014 08:30";"21.0";"760.6";"761.0";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"";"";"18.9";"33.7";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"17.02.2014 14:30";"32.8";"758.2";"758.5";"";"31";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"17.02.2014 08:30";"20.0";"760.8";"761.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"17.7";"33.8";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"16.02.2014 14:30";"33.4";"758.0";"758.4";"";"31";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.2";"";"";"";"";"";"";
"16.02.2014 08:30";"21.4";"758.8";"759.2";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.7";"33.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.2";"";"";"";"";"";"";
"15.02.2014 14:30";"32.6";"757.2";"757.6";"";"36";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.7";"";"";"";"";"";"";
"15.02.2014 08:30";"23.6";"758.5";"758.9";"";"67";"Wind blowing from the north-northeast";"1";"";"";"60%.";" ";"";"";"21.8";"33.2";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.1";"";"";"";"";"";"";
"14.02.2014 14:30";"31.8";"757.7";"758.1";"";"49";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"";"";"";"";"";"";
"14.02.2014 08:30";"21.8";"759.8";"760.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.4";"32.2";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"13.02.2014 14:30";"31.4";"757.9";"758.3";"";"50";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"19.9";"";"";"";"";"";"";
"13.02.2014 08:30";"21.4";"758.4";"758.8";"";"86";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"19.7";"32.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"12.02.2014 14:30";"31.6";"756.1";"756.5";"";"53";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"12.02.2014 08:30";"20.6";"757.3";"757.7";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"19.3";"33.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"11.02.2014 14:30";"32.2";"755.8";"756.1";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"11.02.2014 08:30";"19.0";"757.2";"757.6";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"10.02.2014 14:30";"33.0";"756.4";"756.7";"";"33";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"10.02.2014 08:30";"20.4";"758.2";"758.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"18.5";"33.4";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"09.02.2014 14:30";"33.2";"756.3";"756.7";"";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"09.02.2014 08:30";"20.8";"757.6";"757.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"19.5";"33.2";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"08.02.2014 14:30";"32.6";"756.6";"757.0";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"08.02.2014 08:30";"22.0";"757.6";"757.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.6";"34.5";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"07.02.2014 14:30";"34.2";"756.4";"756.8";"";"40";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"07.02.2014 08:30";"22.0";"757.9";"758.3";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.5";"34.0";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"06.02.2014 14:30";"33.4";"756.1";"756.4";"";"48";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"06.02.2014 08:30";"22.6";"757.9";"758.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"21.5";"33.4";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"05.02.2014 14:30";"32.4";"756.4";"756.7";"";"50";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"05.02.2014 08:30";"22.0";"757.7";"758.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.5";"35.8";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"04.02.2014 14:30";"35.2";"755.7";"756.2";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"04.02.2014 08:30";"22.0";"758.2";"758.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.7";"35.2";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"03.02.2014 14:30";"33.4";"756.8";"757.2";"";"49";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"03.02.2014 08:30";"23.4";"759.1";"759.5";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"36.6";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"02.02.2014 14:30";"35.4";"757.1";"757.5";"";"36";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.3";"";"";"";"";"";"";
"02.02.2014 08:30";"24.8";"759.7";"760.1";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.3";"36.4";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"01.02.2014 14:30";"36.0";"758.5";"758.9";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"01.02.2014 08:30";"25.6";"759.9";"760.3";"";"52";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"21.9";"34.6";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"31.01.2014 14:30";"33.6";"758.2";"758.5";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"31.01.2014 08:30";"22.0";"760.5";"760.9";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"";"";"20.2";"34.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"30.01.2014 14:30";"34.2";"758.2";"758.6";"";"44";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.1";"";"";"";"";"";"";
"30.01.2014 08:30";"22.2";"760.9";"761.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.9";"34.8";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"29.01.2014 14:30";"33.8";"757.9";"758.3";"";"41";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.9";"";"";"";"";"";"";
"29.01.2014 08:30";"22.6";"760.3";"760.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.3";"35.4";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"28.01.2014 14:30";"35.0";"758.4";"758.8";"";"34";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.9";"";"";"";"";"";"";
"28.01.2014 08:30";"25.4";"760.3";"760.7";"";"59";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.1";"34.8";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"27.01.2014 14:30";"34.0";"757.7";"758.1";"";"35";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.4";"";"";"";"";"";"";
"27.01.2014 08:30";"25.8";"760.4";"760.8";"";"55";"Wind blowing from the south-east";"1";"";"";"50%.";"Haze. ";"";"";"23.3";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.0";"";"";"";"";"";"";
"26.01.2014 14:30";"35.6";"757.6";"758.0";"";"28";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.3";"";"";"";"";"";"";
"26.01.2014 08:30";"26.2";"759.6";"760.0";"";"58";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"";"";"24.3";"36.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.3";"";"";"";"";"";"";
"25.01.2014 14:30";"35.0";"757.0";"757.4";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"25.01.2014 08:30";"23.0";"759.6";"760.0";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.5";"32.5";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"24.01.2014 14:30";"32.2";"758.3";"758.7";"";"50";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.5";"";"";"";"";"";"";
"24.01.2014 08:30";"22.6";"759.8";"760.2";"";"90";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"";"";"21.9";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"20.8";"";"";"";"";"";"";
