"Local time in Sundernagar","T","Po","P","Pa","U","DD","Ff","ff10","ff3","N","WW","W1","W2","Tn","Tx","Cl","Nh","H","Cm","Ch","VV","Td","RRR","tR","E","Tg","E'","sss"," "
"09.05.2016 14:30","33.6","684.0","","-1.6","40","Wind blowing from the south-west","1","","","100%.","Haze. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0","1000-1500","Altostratus translucidus.","","1.0","18.1","","","","","","",
"09.05.2016 11:30","30.6","685.6","","-0.2","51","Calm, no wind","0","","","Sky obscured by fog and/or other meteorological phenomena.","Haze. ","Fog or ice fog or thick haze.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","","","","","","1.0","19.4","","","","","","",
"09.05.2016 08:30","23.8","685.8","","0.9","75","Calm, no wind","0","","","60%.","Mist. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","20.8","","Stratocumulus other than Stratocumulus cumulogenitus.","20–30%.","1000-1500","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","19.1","","","","","","",
"09.05.2016 05:30","21.6","684.9","","0.6","86","Calm, no wind","0","","","100%.","Mist. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","50%.","1000-1500","Altostratus opacus or Nimbostratus.","","1.0","19.2","","","","","","",
"09.05.2016 02:30","23.0","684.3","","0.2","82","Calm, no wind","0","","","90  or more, but not 100%","Mist. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","90  or more, but not 100%","1000-1500","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","19.7","","","","","","",
"08.05.2016 23:30","24.8","684.1","","0.3","72","Calm, no wind","0","","","90  or more, but not 100%","Haze. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","90  or more, but not 100%","1000-1500","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","19.4","","","","","","",
"08.05.2016 20:30","26.5","683.8","","0.0","31","Calm, no wind","0","","","50%.","Haze. ","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","50%.","1000-1500","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","8.1","","","","","","",
"08.05.2016 17:30","31.4","683.8","","-0.9","47","Calm, no wind","0","","","60%.","Haze. ","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","33.5","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","60%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","18.6","","","","","","",
"08.05.2016 14:30","33.0","684.7","","-1.1","36","Wind blowing from the south","1","","","20–30%.","Haze. ","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","20–30%.","1000-1500","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","16.1","","","","","","",
"08.05.2016 11:30","28.6","685.8","","0.2","47","Calm, no wind","0","","","50%.","Haze. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","","","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","40%.","1000-1500","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","16.2","","","","","","",
"08.05.2016 08:30","23.1","685.6","","1.0","72","Calm, no wind","0","","","60%.","Haze. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","19.6","","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","60%.","1000-1500","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","17.7","","","","","","",
"08.05.2016 05:30","20.2","684.6","","0.3","81","Calm, no wind","0","","","100%.","Mist. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","40%.","1000-1500","Altostratus opacus or Nimbostratus.","","1.0","16.9","","","","","","",
"08.05.2016 02:30","21.0","684.3","","-0.1","77","Calm, no wind","0","","","70 – 80%.","Mist. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","20–30%.","1000-1500","Altostratus opacus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","16.7","","","","","","",
"07.05.2016 23:30","22.0","684.4","","0.9","72","Calm, no wind","0","","","no clouds","Haze. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","","","","","","1.0","16.6","","","","","","",
"07.05.2016 20:30","24.8","683.5","","0.3","60","Calm, no wind","0","","","no clouds","Haze. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","","","","","","1.0","16.5","","","","","","",
"07.05.2016 17:30","30.8","683.2","","-0.6","42","Calm, no wind","0","","","20–30%.","Haze. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","33.1","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","20–30%.","1000-1500","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","16.3","","","","","","",
"07.05.2016 14:30","32.2","683.8","","-1.8","35","Calm, no wind","0","","","20–30%.","Haze. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","20–30%.","1000-1500","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","14.8","","","","","","",
"07.05.2016 11:30","28.6","685.6","","0.0","48","Calm, no wind","0","","","20–30%.","Haze. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","Cumulus humilis or Cumulus fractus other than of bad weather, or both.","20–30%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","16.6","","","","","","",
"07.05.2016 08:30","20.4","685.6","","1.2","82","Calm, no wind","0","","","10%  or less, but not 0","Mist. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","16.3","","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","17.3","","","","","","",
"07.05.2016 05:30","17.0","684.4","","15.5","90","Calm, no wind","0","","","no clouds","Mist. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","","","","","","2.0","15.4","","","","","","",
"07.05.2016 02:30","18.6","668.9","","-15.8","85","Calm, no wind","0","","","no clouds","Mist. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","","","","","","2.0","16.0","","","","","","",
"06.05.2016 23:30","20.8","684.7","","0.1","83","Calm, no wind","0","","","40%.","Mist. ","Thunderstorm(s) with or without precipitation.","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","","","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","40%.","2500 or more, or no clouds.","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","2.0","17.7","","","","","","",
"06.05.2016 20:30","23.6","684.6","","1.0","64","Calm, no wind","0","","","90  or more, but not 100%","Haze. ","Thunderstorm(s) with or without precipitation.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","90  or more, but not 100%","1000-1500","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","2.0","16.4","","","","","","",
"06.05.2016 17:30","28.6","683.6","","-0.7","48","Calm, no wind","0","","","70 – 80%.","Thunderstorm, but no precipitation at the time of observation. ","Thunderstorm(s) with or without precipitation.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","30.9","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","70 – 80%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","16.6","","","","","","",
"06.05.2016 14:30","30.8","684.3","","-1.3","44","Wind blowing from the north","1","","","20–30%.","Haze. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","20–30%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","17.1","","","","","","",
"06.05.2016 11:30","26.6","685.6","","-0.1","53","Calm, no wind","0","","","20–30%.","Haze. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","Cumulus humilis or Cumulus fractus other than of bad weather, or both.","20–30%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","2.0","16.3","","","","","","",
"06.05.2016 08:30","19.6","685.7","","1.0","82","Calm, no wind","0","","","no clouds","Mist. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","15.1","","","","","","","1.0","16.5","","","","","","",
"06.05.2016 05:30","15.8","684.7","","0.3","97","Calm, no wind","0","","","40%.","Mist. ","Thunderstorm(s) with or without precipitation.","Rain.","","","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.","Altocumulus translucidus at a single level.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","1.0","15.3","","","","","","",
"06.05.2016 02:30","16.5","684.4","","-3.0","97","Calm, no wind","0","","","100%.","Mist. ","Thunderstorm(s) with or without precipitation.","Rain.","","","Stratocumulus other than Stratocumulus cumulogenitus.","40%.","1000-1500","Altostratus opacus or Nimbostratus.","","1.0","16.0","","","","","","",
"05.05.2016 23:30","16.6","687.4","","1.1","98","Calm, no wind","0","","","100%.","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Thunderstorm(s) with or without precipitation.","Rain.","","","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","70 – 80%.","600-1000","Altostratus opacus or Nimbostratus.","","0.5","16.3","","","","","","",
"05.05.2016 20:30","16.6","686.3","","0.9","98","Calm, no wind","0","","","100%.","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Thunderstorm(s) with or without precipitation.","Rain.","","","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","70 – 80%.","600-1000","Altostratus opacus or Nimbostratus.","","1.0","16.3","","","","","","",
