# Weather station Aligarh, India, WMO_ID=42262,selection from 07.12.2015 till 25.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42262&lang=en
#
"Local time in Aligarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.05.2016 17:30";"36.0";"730.7";"746.0";"";"55";"Wind blowing from the west";"21";"";"";"70 – 80%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"37.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"25.7";"";"";"";"";"";"";
"25.05.2016 08:30";"29.6";"734.6";"750.3";"";"70";"Wind blowing from the north-west";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"23.5";"";"";"";"";"";"";
"23.05.2016 08:30";"32.8";"735.0";"750.5";"";"58";"Wind blowing from the north-east";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"29.8";"";"";"";"";"";"";"2.0";"23.6";"";"";"";"";"";"";
"22.05.2016 17:30";"39.2";"730.3";"745.4";"";"48";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"22.05.2016 08:30";"31.4";"734.0";"749.6";"";"67";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"21.05.2016 17:30";"38.2";"729.9";"745.0";"";"52";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"21.05.2016 08:30";"32.0";"733.8";"749.3";"";"60";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"20.05.2016 17:30";"40.0";"730.2";"745.2";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"20.05.2016 08:30";"33.0";"734.2";"749.7";"";"68";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"19.05.2016 08:30";"32.6";"735.5";"751.0";"";"65";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"18.05.2016 17:30";"42.6";"731.4";"746.3";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"17.05.2016 08:30";"34.6";"735.2";"750.6";"";"44";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"16.05.2016 17:30";"42.4";"734.9";"749.9";"";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"16.05.2016 08:30";"34.6";"736.5";"751.9";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"15.05.2016 17:30";"41.8";"735.5";"750.6";"";"33";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"43.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.4";"";"";"";"";"";"";
"14.05.2016 17:30";"41.0";"735.6";"750.7";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"14.05.2016 08:30";"34.6";"737.0";"752.5";"";"55";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.6";"";"";"";"";"";"";"2.0";"24.4";"";"";"";"";"";"";
"13.05.2016 17:30";"41.4";"733.5";"748.5";"";"35";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"42.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.9";"";"";"";"";"";"";
"13.05.2016 08:30";"32.6";"737.2";"752.8";"";"57";"Wind blowing from the west";"1";"";"";"50%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"23.1";"";"";"";"";"";"";
"12.05.2016 17:30";"39.0";"733.6";"748.8";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"12.05.2016 08:30";"21.4";"737.4";"753.6";"";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"";"";"";"";"";"2.0";"14.3";"";"";"";"";"";"";
"11.05.2016 17:30";"33.8";"738.9";"754.4";"";"57";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"11.05.2016 08:30";"26.4";"740.4";"756.4";"";"76";"Wind blowing from the north-east";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"21.9";"";"";"";"";"";"";
"10.05.2016 17:30";"34.0";"739.0";"754.5";"";"54";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"10.05.2016 08:30";"29.2";"741.0";"756.8";"";"70";"Wind blowing from the north-east";"4";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"23.1";"";"";"";"";"";"";
"09.05.2016 17:30";"33.0";"738.0";"753.6";"";"57";"Wind blowing from the north-east";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"23.5";"";"";"";"";"";"";
"08.05.2016 17:30";"37.2";"737.2";"752.5";"";"40";"Wind blowing from the north-east";"2";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.4";"";"";"";"";"";"";
"08.05.2016 08:30";"32.0";"739.9";"755.6";"";"53";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.3";"";"";"";"";"";"";
"07.05.2016 17:30";"36.4";"737.4";"752.8";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"07.05.2016 08:30";"30.2";"739.9";"755.6";"";"52";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.2";"";"";"";"";"";"";
"06.05.2016 17:30";"34.4";"737.6";"753.1";"";"46";"Wind blowing from the south-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.1";"";"";"";"";"";"";
"06.05.2016 08:30";"28.2";"740.5";"756.4";"";"59";"Wind blowing from the south-west";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"19.3";"";"";"";"";"";"";
"04.05.2016 17:30";"39.4";"736.7";"751.9";"";"36";"Wind blowing from the north-west";"2";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"41.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.7";"";"";"";"";"";"";
"04.05.2016 08:30";"32.4";"738.9";"754.5";"";"59";"Wind blowing from the east";"4";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.5";"";"";"";"";"";"";
"03.05.2016 17:30";"37.2";"736.8";"752.1";"";"48";"Wind blowing from the east";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"38.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"24.5";"";"";"";"";"";"";
"03.05.2016 08:30";"30.2";"739.0";"754.7";"";"66";"Wind blowing from the north-east";"3";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"23.2";"";"";"";"";"";"";
"02.05.2016 17:30";"42.0";"734.5";"749.5";"";"32";"Wind blowing from the north-west";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"44.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.9";"";"";"";"";"";"";
"02.05.2016 08:30";"33.2";"737.4";"752.9";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.2";"";"";"";"";"";"";"2.0";"18.5";"";"";"";"";"";"";
"01.05.2016 17:30";"40.2";"734.8";"749.9";"";"34";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"01.05.2016 08:30";"30.8";"738.0";"753.7";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"2.0";"16.9";"";"";"";"";"";"";
"30.04.2016 17:30";"39.6";"736.3";"751.5";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"30.04.2016 08:30";"30.4";"738.9";"754.6";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.0";"";"";"";"";"";"";"2.0";"16.8";"";"";"";"";"";"";
"29.04.2016 17:30";"39.4";"736.4";"751.6";"";"34";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"20.6";"";"";"";"";"";"";
"28.04.2016 17:30";"39.2";"736.0";"751.2";"";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"28.04.2016 08:30";"31.0";"738.8";"754.5";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"27.04.2016 17:30";"39.4";"736.6";"751.8";"";"34";"Wind blowing from the north-west";"2";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.6";"";"";"";"";"";"";
