# Weather station Comilla, Bangladesh, WMO_ID=41933,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=41933&lang=en
#
"Local time in Comilla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.12.2012 18:00";"22.5";"757.9";"758.6";"";"71";"Wind blowing from the north";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"05.12.2012 12:00";"25.8";"759.2";"759.9";"";"48";"Wind blowing from the north-west";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"05.12.2012 06:00";"14.4";"759.0";"759.7";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.1";"14.0";"";"";"";"";"";"";
"05.12.2012 00:00";"12.6";"759.4";"760.1";"";"";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";
"04.12.2012 18:00";"22.2";"758.1";"758.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.8";"";"";"";"";"";"5.0";"18.0";"";"";"";"";"";"";
"04.12.2012 06:00";"15.3";"758.8";"759.5";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.6";"14.0";"";"";"";"";"";"";
"04.12.2012 00:00";"18.2";"759.7";"760.4";"";"93";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"3.5";"17.0";"";"";"";"";"";"";
"03.12.2012 18:00";"23.0";"758.1";"758.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.7";"";"";"";"";"";"3.0";"18.0";"";"";"";"";"";"";
"03.12.2012 12:00";"26.0";"759.4";"760.0";"";"48";"Wind blowing from the north";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"6.0";"14.0";"";"";"";"";"";"";
"03.12.2012 06:00";"15.6";"758.9";"759.6";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.8";"15.0";"";"";"";"";"";"";
"03.12.2012 00:00";"16.6";"760.3";"761.0";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.8";"16.6";"";"";"";"";"";"";
"02.12.2012 18:00";"23.8";"758.5";"759.2";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"3.0";"15.0";"";"";"";"";"";"";
"02.12.2012 12:00";"26.0";"760.0";"760.6";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"5.0";"12.0";"";"";"";"";"";"";
"02.12.2012 06:00";"15.3";"759.5";"760.2";"";"92";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"14.0";"";"";"";"";"";"";
"02.12.2012 00:00";"17.9";"759.5";"760.2";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.8";"17.0";"";"";"";"";"";"";
"01.12.2012 21:00";"18.8";"759.1";"759.8";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.8";"18.0";"";"";"";"";"";"";
"01.12.2012 18:00";"23.3";"757.1";"757.8";"";"72";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"01.12.2012 12:00";"26.0";"759.1";"759.8";"";"51";"Wind blowing from the north-east";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"5.0";"15.0";"";"";"";"";"";"";
"01.12.2012 00:00";"17.2";"758.4";"759.1";"";"93";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.5";"16.0";"";"";"";"";"";"";
"30.11.2012 18:00";"21.8";"756.4";"757.1";"";"84";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.0";"";"";"";"";"";"";
"30.11.2012 12:00";"25.0";"758.0";"758.7";"";"61";"Wind blowing from the north";"0";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"17.0";"";"";"";"";"";"";
"30.11.2012 06:00";"15.9";"757.1";"757.8";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.8";"15.0";"";"";"";"";"";"";
"30.11.2012 00:00";"17.8";"757.2";"757.9";"";"95";"Wind blowing from the north";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.5";"17.0";"";"";"";"";"";"";
"29.11.2012 18:00";"23.0";"756.1";"756.8";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"";"";"";"3.0";"18.0";"";"";"";"";"";"";
"29.11.2012 12:00";"25.2";"757.2";"757.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"13.0";"";"";"";"";"";"";
"29.11.2012 06:00";"14.6";"757.3";"758.0";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.6";"14.6";"";"";"";"";"";"";
"28.11.2012 18:00";"";"756.7";"757.4";"";"";"Wind blowing from the north-northeast";"16";"";"";"10%  or less, but not 0";" ";"";"";"";"26.8";"";"";"Less than  50";"";"";"less than 0.1";"15.0";"";"";"";"";"";"";
"28.11.2012 12:00";"25.0";"758.9";"759.6";"";"39";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"5.0";"10.0";"";"";"";"";"";"";
"28.11.2012 06:00";"13.6";"759.0";"759.7";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.7";"13.6";"";"";"";"";"";"";
"28.11.2012 00:00";"15.8";"759.0";"759.7";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.5";"15.0";"";"";"";"";"";"";
"27.11.2012 18:00";"22.0";"756.8";"757.5";"";"73";"Wind blowing from the north";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.7";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"27.11.2012 12:00";"25.0";"759.7";"760.4";"";"39";"Wind blowing from the north";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"27.11.2012 06:00";"13.6";"759.4";"760.1";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.3";"13.6";"";"";"";"";"";"";
"27.11.2012 00:00";"16.4";"759.4";"760.1";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.5";"15.0";"";"";"";"";"";"";
"26.11.2012 18:00";"21.6";"757.3";"758.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.1";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"26.11.2012 12:00";"25.5";"759.5";"760.1";"";"46";"Wind blowing from the north";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"13.0";"";"";"";"";"";"";
"26.11.2012 06:00";"14.5";"760.0";"760.7";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"14.5";"";"";"";"";"";"";
"26.11.2012 00:00";"17.2";"759.8";"760.4";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"25.11.2012 12:00";"25.2";"759.4";"760.0";"";"44";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"12.0";"";"";"";"";"";"";
"25.11.2012 00:00";"17.5";"758.5";"759.2";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"3.5";"17.0";"";"";"";"";"";"";
"24.11.2012 18:00";"22.0";"756.8";"757.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"5.0";"18.0";"";"";"";"";"";"";
"24.11.2012 12:00";"25.5";"758.8";"759.4";"";"52";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"5.0";"15.0";"";"";"";"";"";"";
"24.11.2012 06:00";"15.8";"758.5";"759.2";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"15.0";"";"";"";"";"";"";
"24.11.2012 00:00";"18.0";"758.5";"759.2";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.8";"17.0";"";"";"";"";"";"";
"23.11.2012 18:00";"23.5";"756.5";"757.1";"";"67";"Wind blowing from the north";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"23.11.2012 12:00";"26.0";"759.2";"759.9";"";"48";"Wind blowing from the north-west";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"23.11.2012 06:00";"16.0";"759.4";"760.0";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.7";"16.0";"";"";"";"";"";"";
"23.11.2012 00:00";"18.5";"759.1";"759.8";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"3.0";"17.0";"";"";"";"";"";"";
"22.11.2012 18:00";"23.6";"757.6";"758.3";"";"75";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"28.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"22.11.2012 12:00";"24.0";"758.7";"759.4";"";"65";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"22.11.2012 06:00";"19.7";"758.5";"759.2";"";"84";"Wind blowing from the north";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.5";"17.0";"";"";"";"";"";"";
"22.11.2012 00:00";"22.3";"758.6";"759.2";"";"72";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"21.11.2012 18:00";"26.0";"757.4";"758.0";"";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"21.11.2012 12:00";"30.0";"758.8";"759.5";"";"43";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"16.0";"";"";"";"";"";"";
"21.11.2012 06:00";"21.0";"758.6";"759.3";"";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"21.11.2012 00:00";"23.9";"758.7";"759.3";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"20.11.2012 18:00";"28.0";"757.4";"758.0";"";"66";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"20.11.2012 12:00";"29.6";"758.0";"758.6";"";"60";"Wind blowing from the north";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"21.0";"";"";"";"";"";"";
"20.11.2012 06:00";"23.0";"758.2";"758.8";"";"94";"Wind blowing from the north";"0";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.5";"22.0";"";"";"";"";"";"";
"20.11.2012 00:00";"24.5";"758.5";"759.1";"";"91";"Wind blowing from the north";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"18.11.2012 18:00";"27.8";"756.6";"757.2";"";"63";"Wind blowing from the north";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"20.0";"";"";"";"";"";"";
"18.11.2012 12:00";"30.0";"757.6";"758.3";"";"46";"Wind blowing from the north";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"17.0";"";"";"";"";"";"";
