# Weather station Medak, India, WMO_ID=43083,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43083&lang=en
#
"Local time in Medak";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.03.2016 08:30";"26.2";"721.6";"760.9";"";"57";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.9";"";"";"";"";"";"";
"03.03.2016 08:30";"27.6";"723.1";"762.3";"";"53";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"21.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.1";"";"";"";"";"";"";
"02.03.2016 17:30";"31.8";"719.2";"757.7";"";"47";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.7";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"19.3";"";"";"";"";"";"";
"02.03.2016 08:30";"28.6";"721.9";"760.9";"";"58";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"22.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"01.03.2016 17:30";"30.6";"720.4";"759.1";"";"52";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"35.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"20.0";"19.7";"";"";"";"";"";"";
"01.03.2016 08:30";"27.2";"723.0";"762.2";"";"62";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"29.02.2016 08:30";"28.2";"723.7";"762.8";"";"53";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"28.02.2016 17:30";"31.2";"720.6";"759.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"28.02.2016 08:30";"27.6";"723.7";"762.9";"";"66";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"23.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.6";"";"";"";"";"";"";
"27.02.2016 17:30";"29.4";"719.8";"758.6";"";"52";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"18.6";"";"";"";"";"";"";
"27.02.2016 08:30";"27.6";"722.8";"762.1";"";"62";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"23.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.6";"";"";"";"";"";"";
"26.02.2016 17:30";"32.2";"718.6";"756.9";"";"45";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"35.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"18.7";"";"";"";"";"";"";
"26.02.2016 08:30";"27.2";"721.9";"761.0";"";"58";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"22.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"25.02.2016 17:30";"31.2";"716.1";"754.4";"";"37";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.0";"";"";"";"";"";"";
"24.02.2016 08:30";"28.6";"719.6";"758.5";"";"50";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.2";"";"";"";"";"";"";
"23.02.2016 17:30";"36.8";"716.2";"753.9";"";"28";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"39.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"15.7";"";"";"";"";"";"";
"23.02.2016 08:30";"27.8";"720.8";"759.9";"";"48";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.8";"";"";"";"";"";"";
"22.02.2016 17:30";"37.2";"717.6";"755.2";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"20.0";"13.0";"";"";"";"";"";"";
"22.02.2016 08:30";"29.2";"721.6";"760.5";"";"51";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.9";"";"";"";"";"";"";
"21.02.2016 17:30";"33.6";"718.1";"756.2";"";"30";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.6";"";"";"";"";"";"";
"20.02.2016 08:30";"27.6";"722.5";"761.7";"";"38";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.1";"";"";"";"";"";"";
"19.02.2016 17:30";"34.2";"719.2";"757.3";"";"14";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"37.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"2.9";"";"";"";"";"";"";
"19.02.2016 08:30";"23.6";"722.5";"762.2";"";"44";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"16.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.6";"";"";"";"";"";"";
"18.02.2016 17:30";"32.2";"719.2";"757.6";"";"35";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"20.0";"14.7";"";"";"";"";"";"";
"18.02.2016 08:30";"24.2";"721.8";"761.3";"";"52";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.6";"";"";"";"";"";"";
"17.02.2016 17:30";"32.0";"719.3";"757.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"20.0";"13.0";"";"";"";"";"";"";
"17.02.2016 08:30";"26.6";"722.9";"762.3";"";"36";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"16.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.2";"";"";"";"";"";"";
"16.02.2016 08:30";"24.2";"721.8";"761.3";"";"59";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"17.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.6";"";"";"";"";"";"";
"15.02.2016 17:30";"31.0";"718.7";"757.3";"";"19";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"20.0";"4.8";"";"";"";"";"";"";
"15.02.2016 08:30";"25.2";"721.0";"760.3";"";"40";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"14.02.2016 17:30";"23.6";"717.7";"755.9";"";"70";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"17.7";"";"";"";"";"";"";
"14.02.2016 08:30";"27.2";"720.4";"759.5";"";"62";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"21.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"13.02.2016 17:30";"33.0";"717.1";"755.4";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"20.0";"13.6";"";"";"";"";"";"";
"13.02.2016 08:30";"25.6";"720.1";"759.4";"";"35";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"20.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.2";"";"";"";"";"";"";
"12.02.2016 17:30";"33.2";"716.3";"754.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"20.0";"14.3";"";"";"";"";"";"";
"12.02.2016 08:30";"27.2";"719.3";"758.3";"";"59";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.4";"";"";"";"";"";"";
"11.02.2016 08:30";"26.2";"719.4";"758.5";"";"50";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"21.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.0";"";"";"";"";"";"";
"10.02.2016 17:30";"32.6";"717.0";"755.2";"";"41";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"17.7";"";"";"";"";"";"";
"09.02.2016 08:30";"26.8";"721.0";"759.5";"";"57";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"08.02.2016 17:30";"32.6";"717.7";"755.9";"";"35";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.2";"";"";"";"";"";"";
"07.02.2016 17:30";"32.6";"718.6";"756.9";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"20.0";"12.0";"";"";"";"";"";"";
"05.02.2016 08:30";"24.8";"721.9";"761.5";"";"51";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"18.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.0";"";"";"";"";"";"";
"04.02.2016 17:30";"32.2";"718.0";"756.4";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"20.0";"8.7";"";"";"";"";"";"";
"04.02.2016 08:30";"23.8";"722.0";"761.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"03.02.2016 17:30";"32.2";"718.6";"756.9";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.3";"";"";"";"";"";"20.0";"21.2";"";"";"";"";"";"";
"03.02.2016 08:30";"22.8";"722.0";"761.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.7";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"02.02.2016 17:30";"32.2";"719.1";"757.4";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"20.0";"8.7";"";"";"";"";"";"";
"02.02.2016 08:30";"25.2";"722.7";"762.2";"";"36";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"9.1";"";"";"";"";"";"";
"01.02.2016 17:30";"33.4";"718.7";"756.9";"";"25";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"10.8";"";"";"";"";"";"";
"01.02.2016 08:30";"24.2";"722.5";"762.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"31.01.2016 08:30";"23.6";"722.2";"761.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"30.01.2016 17:30";"32.8";"719.3";"757.7";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"20.0";"9.4";"";"";"";"";"";"";
"30.01.2016 08:30";"20.6";"722.9";"763.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"29.01.2016 17:30";"30.2";"719.2";"758.4";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"20.0";"9.1";"";"";"";"";"";"";
"28.01.2016 08:30";"20.6";"721.4";"761.5";"";"60";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"12.5";"";"";"";"";"";"";
"27.01.2016 17:30";"31.6";"718.0";"756.5";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"20.0";"8.8";"";"";"";"";"";"";
"27.01.2016 08:30";"22.2";"721.1";"760.9";"";"73";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"17.0";"";"";"";"";"";"";
"26.01.2016 17:30";"30.6";"718.0";"756.5";"";"42";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"20.0";"16.2";"";"";"";"";"";"";
"26.01.2016 08:30";"20.0";"721.1";"761.1";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"18.5";"";"";"";"";"";"";
"25.01.2016 17:30";"29.6";"718.3";"757.9";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"20.0";"14.5";"";"";"";"";"";"";
"25.01.2016 08:30";"22.8";"722.2";"762.0";"";"64";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"15.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.5";"";"";"";"";"";"";
"24.01.2016 17:30";"27.8";"720.0";"759.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"20.0";"12.4";"";"";"";"";"";"";
"24.01.2016 08:30";"22.6";"723.9";"763.8";"";"57";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"12.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.7";"";"";"";"";"";"";
"23.01.2016 17:30";"27.0";"720.7";"760.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"20.0";"8.2";"";"";"";"";"";"";
"22.01.2016 08:30";"20.6";"723.8";"764.0";"";"29";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"13.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.1";"";"";"";"";"";"";
"21.01.2016 17:30";"25.6";"719.9";"759.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"20.0";"8.6";"";"";"";"";"";"";
"21.01.2016 08:30";"19.6";"723.4";"763.8";"";"38";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"13.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.8";"";"";"";"";"";"";
"20.01.2016 17:30";"26.8";"718.6";"757.7";"";"49";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.3";"";"";"";"";"";"";
"20.01.2016 08:30";"18.6";"721.3";"761.6";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"16.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.9";"";"";"";"";"";"";
"19.01.2016 17:30";"25.8";"717.0";"756.1";"";"60";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"17.5";"";"";"";"";"";"";
"19.01.2016 08:30";"24.2";"719.6";"759.0";"";"66";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.5";"";"";"";"";"";"";
"18.01.2016 17:30";"30.2";"716.2";"754.6";"";"37";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"14.0";"";"";"";"";"";"";
"18.01.2016 08:30";"25.2";"720.9";"760.2";"";"46";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.8";"";"";"";"";"";"";
