# Weather station Calicut (airport), India, WMO_ID=43320,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43320&lang=en
#
"Local time in Calicut (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.07.2016 08:30";"24.6";"748.6";"757.8";"";"90";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"21.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.8";"";"";"";"";"";"";
"08.07.2016 17:30";"26.0";"746.4";"755.6";"";"89";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.1";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"08.07.2016 08:30";"26.0";"747.7";"756.9";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Rain.";"Drizzle.";"24.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"07.07.2016 17:30";"27.4";"746.5";"755.6";"";"81";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.9";"";"";"";"";"";"";
"07.07.2016 08:30";"25.6";"747.8";"757.0";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.2";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"06.07.2016 17:30";"26.2";"747.2";"756.4";"";"87";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"27.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"06.07.2016 08:30";"24.6";"747.8";"757.0";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"23.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"23.7";"";"";"";"";"";"";
"05.07.2016 17:30";"27.0";"746.2";"755.3";"";"83";"Wind blowing from the north-west";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"28.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.8";"";"";"";"";"";"";
"05.07.2016 08:30";"24.6";"748.5";"757.7";"";"95";"Wind blowing from the south-east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"23.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.7";"";"";"";"";"";"";
"04.07.2016 17:30";"25.4";"747.2";"756.4";"";"91";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"";"27.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.9";"";"";"";"";"";"";
"04.07.2016 08:30";"24.0";"748.4";"757.7";"";"94";"Wind blowing from the east";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"22.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"50-100";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.0";"";"";"";"";"";"";
"03.07.2016 17:30";"30.0";"746.3";"755.4";"";"75";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"";"";"";"31.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.2";"";"";"";"";"";"";
"03.07.2016 08:30";"23.6";"748.3";"757.6";"";"88";"Wind blowing from the east-southeast";"5";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.5";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.5";"";"";"";"";"";"";
"02.07.2016 17:30";"29.6";"746.3";"755.4";"";"69";"Wind blowing from the west-northwest";"3";"";"";"60%.";" ";"";"";"";"30.7";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.2";"";"";"";"";"";"";
"02.07.2016 08:30";"28.0";"747.4";"756.5";"";"80";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"01.07.2016 17:30";"29.2";"746.4";"755.5";"";"76";"Wind blowing from the west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"30.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.6";"";"";"";"";"";"";
"01.07.2016 08:30";"26.0";"747.8";"757.0";"";"94";"Wind blowing from the north";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"24.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.9";"";"";"";"";"";"";
"30.06.2016 17:30";"27.8";"746.6";"755.7";"";"81";"Wind blowing from the north-west";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"";"29.6";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"30.06.2016 08:30";"25.2";"748.0";"757.2";"";"90";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"22.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.4";"";"";"";"";"";"";
"29.06.2016 17:30";"28.0";"746.2";"755.3";"";"85";"Wind blowing from the west-northwest";"6";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Drizzle.";"";"28.2";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.2";"";"";"";"";"";"";
"29.06.2016 08:30";"25.0";"747.5";"756.7";"";"95";"Wind blowing from the north";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Drizzle.";"23.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.1";"";"";"";"";"";"";
"28.06.2016 17:30";"26.0";"745.9";"755.1";"";"93";"Wind blowing from the north-west";"2";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"26.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.7";"";"";"";"";"";"";
"28.06.2016 08:30";"24.6";"747.1";"756.3";"";"95";"Wind blowing from the west";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.7";"";"";"";"";"";"";
"27.06.2016 17:30";"28.0";"745.3";"754.4";"";"80";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"29.7";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"27.06.2016 08:30";"24.8";"747.3";"756.5";"";"93";"Wind blowing from the south-west";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.6";"";"";"";"";"";"";
"26.06.2016 17:30";"27.8";"746.4";"755.5";"";"83";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.6";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.6";"";"";"";"";"";"";
"26.06.2016 08:30";"25.0";"748.1";"757.3";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.0";"";"";"";"";"";"";
"25.06.2016 17:30";"25.2";"747.9";"757.1";"";"92";"Wind blowing from the north";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.8";"";"";"";"";"";"";
"25.06.2016 08:30";"24.6";"748.7";"757.9";"";"87";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"21.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"24.06.2016 17:30";"24.6";"747.2";"756.4";"";"83";"Wind blowing from the north-west";"2";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.6";"";"";"";"";"";"";
"24.06.2016 08:30";"25.0";"747.8";"757.0";"";"83";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"22.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.0";"";"";"";"";"";"";
"23.06.2016 17:30";"24.6";"747.2";"756.4";"";"88";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.7";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.5";"";"";"";"";"";"";
"23.06.2016 08:30";"24.6";"748.7";"757.9";"";"87";"Wind blowing from the east";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.8";"";"Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"22.06.2016 17:30";"24.2";"747.3";"756.5";"";"91";"Wind blowing from the west";"8";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.7";"";"";"";"";"";"";
"22.06.2016 08:30";"25.0";"747.7";"756.9";"";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
