# Weather station Ongole, India, WMO_ID=43221,selection from 03.03.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43221&lang=en
#
"Local time in Ongole";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.02.2014 02:30";"22.8";"758.8";"759.8";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"21.02.2014 20:30";"25.0";"760.3";"761.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"21.02.2014 14:30";"29.8";"758.3";"759.3";"";"47";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.2";"";"";"";"";"";"";
"21.02.2014 08:30";"23.6";"760.9";"761.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"21.02.2014 02:30";"23.0";"758.9";"759.9";"";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"20.02.2014 20:30";"24.8";"759.4";"760.4";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"20.02.2014 14:30";"29.8";"757.9";"758.9";"";"51";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.7";"";"";"";"";"";"";
"20.02.2014 08:30";"24.0";"760.0";"760.9";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.3";"";"";"";"";"";"";
"20.02.2014 02:30";"23.8";"758.2";"759.1";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"19.02.2014 20:30";"25.4";"759.1";"760.1";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"19.02.2014 14:30";"30.8";"758.5";"759.4";"";"49";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"19.02.2014 08:30";"24.4";"761.1";"762.1";"";"83";"Wind blowing from the north-east";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"19.02.2014 02:30";"24.2";"759.1";"760.1";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"18.02.2014 20:30";"26.0";"760.2";"761.2";"";"76";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"18.02.2014 14:30";"32.0";"759.2";"760.2";"";"47";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"18.02.2014 08:30";"23.6";"761.7";"762.7";"";"85";"Wind blowing from the north";"2";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.9";"";"";"";"";"";"";
"18.02.2014 02:30";"23.6";"759.4";"760.3";"";"88";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.5";"";"";"";"";"";"";
"17.02.2014 20:30";"26.2";"759.4";"760.4";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"17.02.2014 14:30";"32.4";"757.3";"758.2";"";"47";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"";"";"";"";"";"";
"17.02.2014 08:30";"25.0";"759.1";"760.1";"";"87";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.6";"";"";"";"";"";"";
"17.02.2014 02:30";"24.4";"756.8";"757.8";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"16.02.2014 20:30";"25.8";"757.2";"758.2";"";"84";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"16.02.2014 14:30";"30.4";"754.2";"755.2";"";"65";"Wind blowing from the south-east";"2";"";"";"50%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.1";"";"";"";"";"";"";
"16.02.2014 08:30";"25.8";"756.7";"757.6";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.5";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"16.02.2014 02:30";"25.0";"755.2";"756.2";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"15.02.2014 20:30";"25.6";"756.4";"757.3";"";"78";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"15.02.2014 14:30";"29.4";"755.0";"756.0";"";"58";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.3";"";"";"";"";"";"";
"15.02.2014 08:30";"24.0";"757.9";"758.8";"";"83";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.3";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.0";"";"";"";"";"";"";
"15.02.2014 02:30";"23.6";"756.2";"757.2";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"14.02.2014 20:30";"25.6";"757.6";"758.5";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"14.02.2014 14:30";"30.6";"756.7";"757.6";"";"51";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.3";"";"";"";"";"";"";
"14.02.2014 08:30";"24.0";"759.4";"760.4";"";"81";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"21.0";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.6";"";"";"";"";"";"";
"14.02.2014 02:30";"23.6";"757.6";"758.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"13.02.2014 20:30";"25.0";"758.5";"759.4";"";"73";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"13.02.2014 14:30";"31.0";"756.8";"757.8";"";"48";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.7";"";"";"";"";"";"";
"13.02.2014 08:30";"23.6";"758.3";"759.3";"";"78";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.3";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"13.02.2014 02:30";"23.2";"756.0";"757.0";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"12.02.2014 20:30";"25.2";"757.0";"758.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"12.02.2014 14:30";"30.6";"755.0";"756.0";"";"49";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"12.02.2014 08:30";"22.8";"756.4";"757.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.8";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"12.02.2014 02:30";"22.6";"754.7";"755.7";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"11.02.2014 20:30";"24.4";"755.2";"756.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"11.02.2014 14:30";"30.4";"754.6";"755.6";"";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"11.02.2014 08:30";"23.2";"756.7";"757.7";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.2";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"11.02.2014 02:30";"22.6";"754.9";"755.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"10.02.2014 20:30";"25.0";"755.6";"756.6";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"10.02.2014 14:30";"32.0";"754.8";"755.8";"";"45";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"10.02.2014 08:30";"22.2";"756.7";"757.6";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.4";"32.6";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"10.02.2014 02:30";"22.6";"755.3";"756.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"09.02.2014 20:30";"24.6";"755.7";"756.7";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"09.02.2014 14:30";"32.0";"754.4";"755.5";"";"44";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"09.02.2014 08:30";"22.0";"756.3";"757.3";"";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.6";"33.3";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"09.02.2014 02:30";"22.6";"755.1";"756.1";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"08.02.2014 20:30";"25.0";"755.8";"756.8";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"08.02.2014 14:30";"32.6";"755.1";"756.1";"";"34";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"08.02.2014 08:30";"22.4";"757.6";"758.5";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.1";"32.8";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"08.02.2014 02:30";"22.8";"755.8";"756.7";"";"84";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"07.02.2014 20:30";"25.2";"756.6";"757.6";"";"73";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"07.02.2014 14:30";"32.0";"755.9";"756.9";"";"30";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"07.02.2014 08:30";"22.8";"758.3";"759.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.1";"33.1";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"07.02.2014 02:30";"22.4";"756.0";"757.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"06.02.2014 20:30";"25.2";"756.8";"757.8";"";"74";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"06.02.2014 14:30";"32.0";"755.2";"756.1";"";"35";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"06.02.2014 08:30";"22.6";"758.3";"759.3";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.0";"31.7";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"06.02.2014 02:30";"22.0";"756.0";"757.0";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"05.02.2014 20:30";"25.0";"756.5";"757.5";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"05.02.2014 14:30";"31.0";"755.4";"756.4";"";"40";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"05.02.2014 08:30";"22.6";"757.6";"758.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.6";"32.6";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"05.02.2014 02:30";"23.0";"755.3";"756.3";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"04.02.2014 20:30";"25.4";"756.2";"757.2";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"04.02.2014 14:30";"31.6";"754.8";"755.8";"";"54";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
