# Weather station Midnapore, India, WMO_ID=42803,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42803&lang=en
#
"Local time in Midnapore";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.05.2016 08:30";"30.8";"750.2";"754.0";"";"78";"Wind blowing from the south";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.6";"";"";"";"";"";"";
"15.05.2016 17:30";"35.4";"748.1";"751.8";"";"60";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"15.05.2016 08:30";"32.0";"751.5";"755.3";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.1";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"14.05.2016 17:30";"34.4";"748.2";"751.9";"";"64";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"14.05.2016 08:30";"31.0";"752.2";"756.0";"";"78";"Wind blowing from the south";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"27.1";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"4.0";"26.8";"";"";"";"";"";"";
"13.05.2016 17:30";"37.0";"746.2";"749.9";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"13.05.2016 08:30";"31.0";"749.9";"753.7";"";"86";"Wind blowing from the south";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"28.3";"";"";"";"";"";"";
"12.05.2016 17:30";"36.8";"746.2";"749.9";"";"44";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"12.05.2016 08:30";"31.8";"751.2";"755.0";"";"74";"Wind blowing from the west";"1";"";"";"20–30%.";"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"27.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.5";"";"";"";"";"";"";
"11.05.2016 17:30";"36.0";"748.9";"752.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"11.05.2016 08:30";"30.4";"753.6";"757.4";"";"72";"Calm, no wind";"0";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.7";"";"";"";"";"";"";
"10.05.2016 17:30";"32.4";"750.4";"754.2";"";"69";"Wind blowing from the south-west";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.0";"";"";"";"";"";"";
"10.05.2016 08:30";"31.0";"754.1";"757.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"09.05.2016 17:30";"35.0";"750.1";"753.9";"";"49";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.6";"";"";"";"";"";"";
"09.05.2016 08:30";"30.4";"753.8";"757.6";"";"69";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.1";"";"";"";"";"";"";
"08.05.2016 17:30";"31.8";"751.5";"755.3";"";"70";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.6";"";"";"";"";"";"";
"08.05.2016 08:30";"28.4";"753.7";"757.6";"";"82";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"07.05.2016 17:30";"36.0";"748.8";"752.5";"";"54";"Wind blowing from the south";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"39.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.4";"";"";"";"";"";"";
"07.05.2016 08:30";"31.0";"751.8";"755.6";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"06.05.2016 17:30";"25.4";"749.4";"753.3";"";"96";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Thunderstorm(s) with or without precipitation.";"Thunderstorm(s) with or without precipitation.";"";"39.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.8";"";"";"";"";"";"";
"06.05.2016 08:30";"31.0";"753.2";"757.0";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"05.05.2016 17:30";"34.8";"749.9";"753.7";"";"42";"Calm, no wind";"0";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"37.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"05.05.2016 08:30";"30.8";"753.3";"757.1";"";"80";"Wind blowing from the south-east";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.9";"";"";"";"";"";"";
"04.05.2016 17:30";"31.4";"750.6";"754.4";"";"63";"Wind blowing from the south-east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.6";"";"";"";"";"";"";
"04.05.2016 08:30";"29.4";"752.7";"756.5";"";"64";"Wind blowing from the south-west";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"03.05.2016 17:30";"36.8";"748.1";"751.8";"";"51";"Wind blowing from the south-east";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"39.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.0";"";"";"";"";"";"";
"03.05.2016 08:30";"30.8";"751.7";"755.5";"";"76";"Wind blowing from the south-east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"28.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"4.0";"26.0";"";"";"";"";"";"";
"02.05.2016 17:30";"37.4";"747.5";"751.2";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"02.05.2016 08:30";"30.4";"750.8";"754.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"01.05.2016 17:30";"37.0";"746.1";"749.8";"";"44";"Wind blowing from the south-east";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"44.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"01.05.2016 08:30";"33.6";"750.0";"753.8";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"30.04.2016 17:30";"37.0";"747.6";"751.3";"";"39";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.8";"";"";"";"";"";"";
"30.04.2016 08:30";"33.4";"751.2";"755.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"27.04.2016 17:30";"38.4";"748.2";"751.9";"";"51";"Wind blowing from the south-east";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"4.0";"26.6";"";"";"";"";"";"";
"27.04.2016 08:30";"31.8";"751.4";"755.2";"";"83";"Wind blowing from the south-east";"1";"";"";"40%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"27.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"28.5";"";"";"";"";"";"";
