# Weather station Dadeldhura, Nepal, WMO_ID=44404,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44404&lang=en
#
"Local time in Dadeldhura";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.08.2014 17:45";"22.0";"604.9";"";"-0.5";"89";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"Mist. ";"Drizzle.";"Fog or ice fog or thick haze.";"";"25.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"1.0";"20.1";"Trace of precipitation";"9";"";"";"";"";
"08.08.2014 14:45";"23.2";"605.4";"";"-0.7";"82";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.9";"";"";"";"";"";"";
"08.08.2014 11:45";"23.4";"606.1";"";"0.3";"77";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"19.2";"";"";"";"";"";"";
"08.08.2014 08:45";"20.6";"605.8";"";"0.5";"90";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.7";"";"Stratocumulus cumulogenitus.";"50%.";"200-300";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.9";"2.0";"24";"";"";"";"";
"08.08.2014 05:45";"17.8";"605.3";"";"";"100";"Wind blowing from the east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.1";"17.8";"";"";"";"";"";"";
"07.08.2014 17:45";"20.9";"604.8";"";"0.0";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"25.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"200-300";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"20.1";"2.0";"9";"";"";"";"";
"07.08.2014 14:45";"23.8";"604.8";"";"-0.8";"81";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"6.0";"20.3";"";"";"";"";"";"";
"07.08.2014 11:45";"24.8";"605.6";"";"0.1";"77";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"20.4";"";"";"";"";"";"";
"07.08.2014 08:45";"18.8";"605.5";"";"0.6";"100";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.9";"";"";"";"";"";"";"0.4";"18.8";"1.0";"24";"";"";"";"";
"07.08.2014 05:45";"18.0";"604.9";"";"";"100";"Wind blowing from the east-southeast";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.1";"18.0";"";"";"";"";"";"";
"06.08.2014 17:45";"21.8";"604.5";"";"-0.3";"98";"Wind blowing from the west";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.5";"";"";"";"";"";"0.3";"21.4";"Trace of precipitation";"9";"";"";"";"";
"06.08.2014 14:45";"25.3";"604.8";"";"-0.7";"83";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"22.2";"";"";"";"";"";"";
"06.08.2014 11:45";"25.9";"605.5";"";"0.0";"67";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"19.4";"";"";"";"";"";"";
"06.08.2014 08:45";"21.4";"605.5";"";"1.3";"93";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"18.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"20.3";"No precipitation";"24";"";"";"";"";
"06.08.2014 05:45";"19.0";"604.2";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.1";"19.0";"";"";"";"";"";"";
"05.08.2014 17:45";"24.2";"604.5";"";"-0.7";"76";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"25.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"19.7";"No precipitation";"9";"";"";"";"";
"05.08.2014 14:45";"25.0";"605.2";"";"-0.7";"73";"";"";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"19.8";"";"";"";"";"";"";
"05.08.2014 11:45";"23.8";"605.9";"";"0.5";"78";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"19.7";"";"";"";"";"";"";
"05.08.2014 08:45";"19.1";"605.4";"";"0.6";"99";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"16.8";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"19.0";"18.0";"24";"";"";"";"";
"05.08.2014 05:45";"16.8";"604.8";"";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"16.8";"";"";"";"";"";"";
"04.08.2014 17:45";"21.4";"603.9";"";"";"88";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"24.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"19.4";"11.0";"9";"";"";"";"";
"04.08.2014 11:45";"22.2";"604.6";"";"-0.1";"85";"Wind blowing from the east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"Less than  50";"";"";"0.7";"19.5";"";"";"";"";"";"";
"04.08.2014 08:45";"18.8";"604.7";"";"1.1";"100";"Wind blowing from the south-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Drizzle.";"Drizzle.";"18.3";"";"";"";"";"";"";"0.1";"18.8";"26.0";"24";"";"";"";"";
"04.08.2014 05:45";"18.3";"603.6";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, intermittent, slight at time of observation. ";"";"";"";"";"";"";"";"";"";"0.1";"18.3";"";"";"";"";"";"";
"03.08.2014 17:45";"22.8";"603.0";"";"-0.6";"91";"Wind blowing from the west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.7";"";"";"";"";"";"0.4";"21.2";"No precipitation";"9";"";"";"";"";
"03.08.2014 14:45";"25.9";"603.6";"";"-0.8";"70";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.9";"";"";"";"";"";"";
"03.08.2014 11:45";"24.9";"604.4";"";"-0.1";"76";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"20.4";"";"";"";"";"";"";
"03.08.2014 08:45";"20.4";"604.5";"";"0.2";"90";"Wind blowing from the west";"1";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"18.7";"No precipitation";"24";"";"";"";"";
"03.08.2014 05:45";"18.9";"604.3";"";"";"100";"Wind blowing from the south-east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.1";"18.9";"";"";"";"";"";"";
"02.08.2014 17:45";"23.6";"603.9";"";"-0.9";"86";"Wind blowing from the west";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.7";"";"";"";"";"";"0.5";"21.1";"No precipitation";"9";"";"";"";"";
"02.08.2014 14:45";"26.1";"604.8";"";"-0.6";"67";"Wind blowing from the west-southwest";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"8.0";"19.5";"";"";"";"";"";"";
"02.08.2014 11:45";"25.3";"605.4";"";"-0.7";"77";"";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"20.9";"";"";"";"";"";"";
"02.08.2014 08:45";"21.0";"606.1";"";"0.6";"91";"Wind blowing from the east-southeast";"1";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.6";"";"Stratocumulus cumulogenitus.";"50%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.4";"Trace of precipitation";"24";"";"";"";"";
"02.08.2014 05:45";"18.7";"605.5";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.2";"18.7";"";"";"";"";"";"";
"01.08.2014 17:45";"24.0";"604.8";"";"-1.0";"78";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"26.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"20.0";"No precipitation";"9";"";"";"";"";
"01.08.2014 14:45";"26.0";"605.8";"";"-1.0";"70";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"20.2";"";"";"";"";"";"";
"01.08.2014 11:45";"23.2";"606.8";"";"-0.3";"77";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"200-300";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.9";"";"";"";"";"";"";
"01.08.2014 08:45";"20.4";"607.1";"";"0.5";"93";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"18.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"200-300";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.2";"";"";"";"";"";"";
"01.08.2014 05:45";"18.2";"606.6";"";"";"100";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.2";"";"";"";"";"";"";
"31.07.2014 17:45";"22.8";"605.7";"";"-0.9";"84";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"26.2";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"19.9";"Trace of precipitation";"9";"";"";"";"";
"31.07.2014 14:45";"25.9";"606.6";"";"-1.0";"77";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"8.0";"21.5";"";"";"";"";"";"";
